id	text	source_verse	skip_space_after	exclude
01001005031	.	01001005		
01001006001	And	01001006		
01001006002	God	01001006		
01001006003	said	01001006		
01001006004	,	01001006		
01001006005	“	01001006		
01001006006	Let	01001006		
01001006007	there	01001006		
01001006008	be	01001006		
01001006009	a	01001006		
01001006010	vaulted	01001006		
01001006011	dome	01001006		
01001006012	in	01001006		
01001006013	the	01001006		
01001006014	midst	01001006		
01001006015	of	01001006		
01001006016	the	01001006		
01001006017	waters	01001006		
01001006018	,	01001006		
01001006019	and	01001006		
01001006020	[	01001006		
01001007001	So	01001007		
01001007002	God	01001007		
01001007003	made	01001007		
01001007004	the	01001007		
01001007005	vaulted	01001007		
01001007006	dome	01001007		
01001007007	,	01001007		
01001007008	and	01001007		
01001007009	he	01001007		
01001007010	caused	01001007		
01001007011	a	01001007		
01001007012	separation	01001007		
01001007013	between	01001007		
01001007014	the	01001007		
01001007015	waters	01001007		
01001007016	which	01001007		
01001007017	{	01001007		
01001007018	were	01001007		
01001007019	}	01001007		
01001007020	under	01001007		
01001007021	the	01001007		
01001007022	vaulted	01001007		
01001007023	dome	01001007		
01001008001	And	01001008		
01001008002	God	01001008		
01001008003	called	01001008		
01001008004	the	01001008		
01001008005	vaulted	01001008		
01001008006	dome	01001008		
01001008007	“	01001008		
01001008008	heaven	01001008		
01001008009	.	01001008		
01001008010	”	01001008		
01001008011	And	01001008		
01001008012	there	01001008		
01001008013	was	01001008		
01001008014	evening	01001008		
01001008015	,	01001008		
01001008016	and	01001008		
01001008017	there	01001008		
01001008018	was	01001008		
01001008019	morning	01001008		
01001008020	,	01001008		
01001008021	a	01001008		
01001008022	second	01001008		
01001009001	And	01001009		
01001009002	God	01001009		
01001009003	said	01001009		
01001009004	,	01001009		
01001009005	“	01001009		
01001009006	Let	01001009		
01001009007	the	01001009		
01001009008	waters	01001009		
01001009009	under	01001009		
01001009010	heaven	01001009		
01001009011	be	01001009		
01001009012	gathered	01001009		
01001009013	to	01001009		
01001009014	one	01001009		
01001009015	place	01001009		
01001009016	,	01001009		
01001009017	and	01001009		
01001009018	let	01001009		
01001009019	the	01001009		
01001009020	dry	01001009		
01001009021	ground	01001009		
01001009022	appear	01001009		
01001009023	.	01001009		
01001009024	”	01001009		
01001009025	And	01001009		
01001009026	it	01001009		
01001009027	was	01001009		
01001009028	so	01001009		
01001009029	.	01001009		
01001010001	And	01001010		
01001010002	God	01001010		
01001010003	called	01001010		
01001010004	the	01001010		
01001010005	dry	01001010		
01001010006	ground	01001010		
01001010007	“	01001010		
01001010008	earth	01001010		
01001010009	,	01001010		
01001010010	”	01001010		
01001010011	and	01001010		
01001010012	he	01001010		
01001010013	called	01001010		
01001010014	the	01001010		
01001010015	collection	01001010		
01001010016	of	01001010		
01001010017	the	01001010		
01001010018	waters	01001010		
01001010019	“	01001010		
01001010020	seas	01001010		
01001010021	.	01001010		
01001010022	”	01001010		
01001010023	And	01001010		
01001010024	God	01001010		
01001010025	saw	01001010		
01001010026	that	01001010		
01001010027	{	01001010		
01001011001	And	01001011		
01001011002	God	01001011		
01001011003	said	01001011		
01001011004	,	01001011		
01001011005	“	01001011		
01001011006	Let	01001011		
01001011007	the	01001011		
01001011008	earth	01001011		
01001011009	produce	01001011		
01001011010	green	01001011		
01001011011	plants	01001011		
01001011012	{	01001011		
01001011013	that	01001011		
01001011014	will	01001011		
01001011015	}	01001011		
01001011016	bear	01001011		
01001011017	seed	01001011		
01001011018	—	01001011		
01001011019	fruit	01001011		
01001011020	trees	01001011		
01001011021	bearing	01001011		
01001011022	fruit	01001011		
01001011023	[	01001011		
01001011024	in	01001011		
01001011025	which	01001011		
01001011026	there	01001011		
01001011027	is	01001011		
01001011028	seed	01001011		
01001011029	]	01001011		
01001011030	—	01001011		
01001011031	according	01001011		
01001011032	to	01001011		
01001011033	its	01001011		
01001011034	kind	01001011		
01001011035	,	01001011		
01001011036	on	01001011		
01001011037	the	01001011		
01001011038	earth	01001011		
01001012001	And	01001012		
01001012002	the	01001012		
01001012003	earth	01001012		
01001012004	brought	01001012		
01001012005	forth	01001012		
01001012006	green	01001012		
01001012007	plants	01001012		
01001012008	bearing	01001012		
01001012009	seed	01001012		
01001012010	according	01001012		
01001012011	to	01001012		
01001012012	its	01001012		
01001012013	kind	01001012		
01001012014	,	01001012		
01001012015	and	01001012		
01001012016	trees	01001012		
01001012017	bearing	01001012		
01001012018	fruit	01001012		
01001012019	[	01001012		
01001012020	in	01001012		
01001012021	which	01001012		
01001012022	there	01001012		
01001012023	was	01001012		
01001012024	seed	01001012		
01001012025	]	01001012		
01001012026	according	01001012		
01001012027	to	01001012		
01001012028	its	01001012		
01001012029	kind	01001012		
01001012030	.	01001012		
01001012031	And	01001012		
01001012032	God	01001012		
01001012033	saw	01001012		
01001013001	And	01001013		
01001013002	there	01001013		
01001013003	was	01001013		
01001013004	evening	01001013		
01001013005	and	01001013		
01001013006	there	01001013		
01001013007	was	01001013		
01001013008	morning	01001013		
01001013009	,	01001013		
01001013010	a	01001013		
01001013011	third	01001013		
01001013012	day	01001013		
01001013013	.	01001013		
01001013014	.	01001013		
01001014001	And	01001014		
01001014002	God	01001014		
01001014003	said	01001014		
01001014004	,	01001014		
01001014005	“	01001014		
01001014006	Let	01001014		
01001014007	there	01001014		
01001014008	be	01001014		
01001014009	lights	01001014		
01001014010	in	01001014		
01001014011	the	01001014		
01001014012	vaulted	01001014		
01001014013	dome	01001014		
01001014014	of	01001014		
01001014015	heaven	01001014		
01001014016	[	01001014		
01001014017	to	01001014		
01001014018	separate	01001014		
01001014019	day	01001014		
01001014020	from	01001014		
01001014021	night	01001014		
01001014022	]	01001014		
01001014023	,	01001014		
01001014024	and	01001014		
01001014025	let	01001014		
01001014026	them	01001014		
01001014027	be	01001014		
01001014028	as	01001014		
01001014029	signs	01001014		
01001014030	and	01001014		
01001014031	for	01001014		
01001014032	appointed	01001014		
01001014033	times	01001014		
01001014034	,	01001014		
01001014035	and	01001014		
01001014036	for	01001014		
01001014037	days	01001014		
01001015001	and	01001015		
01001015002	they	01001015		
01001015003	shall	01001015		
01001015004	be	01001015		
01001015005	as	01001015		
01001015006	lights	01001015		
01001015007	in	01001015		
01001015008	the	01001015		
01001015009	vaulted	01001015		
01001015010	dome	01001015		
01001015011	of	01001015		
01001015012	heaven	01001015		
01001015013	to	01001015		
01001015014	give	01001015		
01001015015	light	01001015		
01001015016	on	01001015		
01001015017	the	01001015		
01001015018	earth	01001015		
01001015019	.	01001015		
01001015020	”	01001015		
01001015021	And	01001015		
01001015022	it	01001015		
01001015023	{	01001015		
01001015024	was	01001015		
01001016001	And	01001016		
01001016002	God	01001016		
01001016003	made	01001016		
01001016004	two	01001016		
01001016005	lights	01001016		
01001016006	,	01001016		
01001016007	the	01001016		
01001016008	greater	01001016		
01001016009	light	01001016		
01001016010	to	01001016		
01001016011	rule	01001016		
01001016012	the	01001016		
01001016013	day	01001016		
01001016014	and	01001016		
01001016015	the	01001016		
01001016016	smaller	01001016		
01001016017	light	01001016		
01001016018	to	01001016		
01001016019	rule	01001016		
01001016020	the	01001016		
01001016021	night	01001016		
01001016022	,	01001016		
01001016023	and	01001016		
01001016024	the	01001016		
01001016025	stars	01001016		
01001016026	.	01001016		
01001016027	stars	01001016		
01001016028	.	01001016		
01001017001	And	01001017		
01001017002	God	01001017		
01001017003	placed	01001017		
01001017004	them	01001017		
01001017005	in	01001017		
01001017006	the	01001017		
01001017007	vaulted	01001017		
01001017008	dome	01001017		
01001017009	of	01001017		
01001017010	heaven	01001017		
01001017011	to	01001017		
01001017012	give	01001017		
01001017013	light	01001017		
01001017014	on	01001017		
01001017015	the	01001017		
01001017016	earth	01001017		
01001018001	and	01001018		
01001018002	to	01001018		
01001018003	rule	01001018		
01001018004	over	01001018		
01001018005	the	01001018		
01001018006	day	01001018		
01001018007	and	01001018		
01001018008	over	01001018		
01001018009	the	01001018		
01001018010	night	01001018		
01001018011	,	01001018		
01001018012	and	01001018		
01001018013	to	01001018		
01001018014	[	01001018		
01001018015	separate	01001018		
01001018016	light	01001018		
01001018017	from	01001018		
01001018018	darkness	01001018		
01001018019	]	01001018		
01001018020	.	01001018		
01001018021	And	01001018		
01001018022	God	01001018		
01001018023	saw	01001018		
01001019001	And	01001019		
01001019002	there	01001019		
01001019003	was	01001019		
01001019004	evening	01001019		
01001019005	and	01001019		
01001019006	there	01001019		
01001019007	was	01001019		
01001019008	morning	01001019		
01001019009	,	01001019		
01001019010	a	01001019		
01001019011	fourth	01001019		
01001019012	day	01001019		
01001019013	.	01001019		
01001019014	.	01001019		
01001020001	And	01001020		
01001020002	God	01001020		
01001020003	said	01001020		
01001020004	,	01001020		
01001020005	“	01001020		
01001020006	Let	01001020		
01001020007	the	01001020		
01001020008	waters	01001020		
01001020009	swarm	01001020		
01001020010	{	01001020		
01001020011	with	01001020		
01001020012	}	01001020		
01001020013	swarms	01001020		
01001020014	of	01001020		
01001020015	living	01001020		
01001020016	creatures	01001020		
01001020017	,	01001020		
01001020018	and	01001020		
01001020019	let	01001020		
01001020020	birds	01001020		
01001020021	fly	01001020		
01001020022	over	01001020		
01001020023	the	01001020		
01001020024	earth	01001020		
01001020025	across	01001020		
01001020026	the	01001020		
01001020027	face	01001020		
01001020028	of	01001020		
01001021001	So	01001021		
01001021002	God	01001021		
01001021003	created	01001021		
01001021004	the	01001021		
01001021005	great	01001021		
01001021006	sea	01001021		
01001021007	creatures	01001021		
01001021008	and	01001021		
01001021009	every	01001021		
01001021010	living	01001021		
01001021011	creature	01001021		
01001021012	{	01001021		
01001021013	that	01001021		
01001021014	}	01001021		
01001021015	moves	01001021		
01001021016	,	01001021		
01001021017	{	01001021		
01001021018	with	01001021		
01001021019	}	01001021		
01001021020	which	01001021		
01001021021	the	01001021		
01001021022	waters	01001021		
01001021023	swarm	01001021		
01001021024	,	01001021		
01001021025	according	01001021		
01001021026	to	01001021		
01001021027	their	01001021		
01001021028	kind	01001021		
01001021029	,	01001021		
01001021030	and	01001021		
01001021031	every	01001021		
01001021032	bird	01001021		
01001021033	{	01001021		
01001021034	with	01001021		
01001021035	}	01001021		
01001021036	wings	01001021		
01001021037	according	01001021		
01001021038	to	01001021		
01001021039	its	01001021		
01001021040	kind	01001021		
01001021041	.	01001021		
01001021042	And	01001021		
01001021043	God	01001021		
01001022001	And	01001022		
01001022002	God	01001022		
01001022003	blessed	01001022		
01001022004	them	01001022		
01001022005	,	01001022		
01001022006	saying	01001022		
01001022007	,	01001022		
01001022008	“	01001022		
01001022009	Be	01001022		
01001022010	fruitful	01001022		
01001022011	and	01001022		
01001022012	multiply	01001022		
01001022013	,	01001022		
01001022014	and	01001022		
01001022015	fill	01001022		
01001022016	the	01001022		
01001022017	waters	01001022		
01001022018	in	01001022		
01001022019	the	01001022		
01001022020	seas	01001022		
01001022021	,	01001022		
01001022022	and	01001022		
01001022023	let	01001022		
01001022024	the	01001022		
01001022025	birds	01001022		
01001022026	multiply	01001022		
01001022027	on	01001022		
01001022028	the	01001022		
01001022029	earth	01001022		
01001022030	.	01001022		
01001022031	”	01001022		
01001023001	And	01001023		
01001023002	there	01001023		
01001023003	was	01001023		
01001023004	evening	01001023		
01001023005	,	01001023		
01001023006	and	01001023		
01001023007	there	01001023		
01001023008	was	01001023		
01001023009	morning	01001023		
01001023010	,	01001023		
01001023011	a	01001023		
01001023012	fifth	01001023		
01001023013	day	01001023		
01001023014	.	01001023		
01001024001	And	01001024		
01001024002	God	01001024		
01001024003	said	01001024		
01001024004	,	01001024		
01001024005	“	01001024		
01001024006	Let	01001024		
01001024007	the	01001024		
01001024008	earth	01001024		
01001024009	bring	01001024		
01001024010	forth	01001024		
01001024011	living	01001024		
01001024012	creatures	01001024		
01001024013	according	01001024		
01001024014	to	01001024		
01001024015	their	01001024		
01001024016	kind	01001024		
01001024017	:	01001024		
01001024018	cattle	01001024		
01001024019	and	01001024		
01001024020	moving	01001024		
01001024021	things	01001024		
01001024022	,	01001024		
01001024023	and	01001024		
01001024024	wild	01001024		
01001024025	animals	01001024		
01001024026	according	01001024		
01001024027	to	01001024		
01001024028	their	01001024		
01001024029	kind	01001024		
01001024030	.	01001024		
01001024031	”	01001024		
01001024032	And	01001024		
01001024033	it	01001024		
01001024034	was	01001024		
01001024035	so	01001024		
01001024036	.	01001024		
01001024037	And	01001024		
01001024038	it	01001024		
01001024039	was	01001024		
01001024040	so	01001024		
01001024041	.	01001024		
01001025001	So	01001025		
01001025002	God	01001025		
01001025003	made	01001025		
01001025004	wild	01001025		
01001025005	animals	01001025		
01001025006	according	01001025		
01001025007	to	01001025		
01001025008	their	01001025		
01001025009	kind	01001025		
01001025010	and	01001025		
01001025011	the	01001025		
01001025012	cattle	01001025		
01001025013	according	01001025		
01001025014	to	01001025		
01001025015	their	01001025		
01001025016	kind	01001025		
01001025017	,	01001025		
01001025018	and	01001025		
01001025019	every	01001025		
01001025020	creeping	01001025		
01001025021	thing	01001025		
01001025022	of	01001025		
01001025023	the	01001025		
01001025024	earth	01001025		
01001025025	according	01001025		
01001025026	to	01001025		
01001025027	its	01001025		
01001025028	kind	01001025		
01001025029	.	01001025		
01001025030	And	01001025		
01001025031	God	01001025		
01001025032	saw	01001025		
01001025033	that	01001025		
01001025034	{	01001025		
01001025035	it	01001025		
01001025036	was	01001025		
01001025037	}	01001025		
01001025038	good	01001025		
01001025039	.	01001025		
01001026001	And	01001026		
01001026002	God	01001026		
01001026003	said	01001026		
01001026004	,	01001026		
01001026005	“	01001026		
01001026006	Let	01001026		
01001026007	us	01001026		
01001026008	make	01001026		
01001026009	humankind	01001026		
01001026010	in	01001026		
01001026011	our	01001026		
01001026012	image	01001026		
01001026013	and	01001026		
01001026014	according	01001026		
01001026015	to	01001026		
01001026016	our	01001026		
01001026017	likeness	01001026		
01001026018	,	01001026		
01001026019	and	01001026		
01001026020	let	01001026		
01001026021	them	01001026		
01001026022	rule	01001026		
01001026023	over	01001026		
01001026024	the	01001026		
01001026025	fish	01001026		
01001026026	of	01001026		
01001026027	the	01001026		
01001026028	sea	01001026		
01001026029	,	01001026		
01001026030	and	01001026		
01001026031	over	01001026		
01001026032	the	01001026		
01001026033	birds	01001026		
01001026034	of	01001026		
01001026035	heaven	01001026		
01001026036	,	01001026		
01001026037	and	01001026		
01001026038	over	01001026		
01001026039	the	01001026		
01001026040	cattle	01001026		
01001026041	,	01001026		
01001026042	and	01001026		
01001026043	over	01001026		
01001026044	all	01001026		
01001026045	the	01001026		
01001026046	earth	01001026		
01001026047	,	01001026		
01001026048	and	01001026		
01001026049	over	01001026		
01001026050	every	01001026		
01001026051	moving	01001026		
01001026052	thing	01001026		
01001026053	that	01001026		
01001026054	moves	01001026		
01001026055	upon	01001026		
01001027001	So	01001027		
01001027002	God	01001027		
01001027003	created	01001027		
01001027004	humankind	01001027		
01001027005	in	01001027		
01001027006	his	01001027		
01001027007	image	01001027		
01001027008	,	01001027		
01001027009	in	01001027		
01001027010	the	01001027		
01001027011	likeness	01001027		
01001027012	of	01001027		
01001027013	God	01001027		
01001027014	he	01001027		
01001027015	created	01001027		
01001027016	him	01001027		
01001027017	,	01001027		
01001027018	male	01001027		
01001027019	and	01001027		
01001027020	female	01001027		
01001027021	he	01001027		
01001027022	created	01001027		
01001027023	them	01001027		
01001027024	.	01001027		
01001027025	.	01001027		
01001028001	And	01001028		
01001028002	God	01001028		
01001028003	blessed	01001028		
01001028004	them	01001028		
01001028005	,	01001028		
01001028006	and	01001028		
01001028007	God	01001028		
01001028008	said	01001028		
01001028009	to	01001028		
01001028010	them	01001028		
01001028011	,	01001028		
01001028012	“	01001028		
01001028013	Be	01001028		
01001028014	fruitful	01001028		
01001028015	and	01001028		
01001028016	multiply	01001028		
01001028017	,	01001028		
01001028018	and	01001028		
01001028019	fill	01001028		
01001028020	the	01001028		
01001028021	earth	01001028		
01001028022	and	01001028		
01001028023	subdue	01001028		
01001028024	it	01001028		
01001028025	,	01001028		
01001028026	and	01001028		
01001028027	rule	01001028		
01001028028	over	01001028		
01001028029	the	01001028		
01001028030	fish	01001028		
01001028031	of	01001028		
01001028032	the	01001028		
01001028033	sea	01001028		
01001028034	and	01001028		
01001028035	the	01001028		
01001028036	birds	01001028		
01001028037	of	01001028		
01001028038	heaven	01001028		
01001028039	,	01001028		
01001028040	and	01001028		
01001028041	over	01001028		
01001028042	every	01001028		
01001028043	animal	01001028		
01001028044	that	01001028		
01001028045	moves	01001028		
01001028046	upon	01001028		
01001028047	the	01001028		
01001028048	earth	01001028		
01001029001	And	01001029		
01001029002	God	01001029		
01001029003	said	01001029		
01001029004	,	01001029		
01001029005	“	01001029		
01001029006	Look	01001029		
01001029007	—	01001029		
01001029008	I	01001029		
01001029009	am	01001029		
01001029010	giving	01001029		
01001029011	to	01001029		
01001029012	you	01001029		
01001029013	every	01001029		
01001029014	plant	01001029		
01001029015	{	01001029		
01001029016	that	01001029		
01001029017	}	01001029		
01001029018	bears	01001029		
01001029019	seed	01001029		
01001029020	which	01001029		
01001029021	{	01001029		
01001029022	is	01001029		
01001029023	}	01001029		
01001029024	on	01001029		
01001029025	the	01001029		
01001029026	face	01001029		
01001029027	of	01001029		
01001029028	the	01001029		
01001029029	whole	01001029		
01001029030	earth	01001029		
01001029031	,	01001029		
01001029032	and	01001029		
01001029033	every	01001029		
01001029034	kind	01001029		
01001029035	of	01001029		
01001029036	tree	01001029		
01001030001	And	01001030		
01001030002	to	01001030		
01001030003	every	01001030		
01001030004	kind	01001030		
01001030005	of	01001030		
01001030006	animal	01001030		
01001030007	of	01001030		
01001030008	the	01001030		
01001030009	earth	01001030		
01001030010	and	01001030		
01001030011	to	01001030		
01001030012	every	01001030		
01001030013	bird	01001030		
01001030014	of	01001030		
01001030015	heaven	01001030		
01001030016	,	01001030		
01001030017	and	01001030		
01001030018	to	01001030		
01001030019	everything	01001030		
01001030020	that	01001030		
01001030021	moves	01001030		
01001030022	upon	01001030		
01001030023	the	01001030		
01001030024	earth	01001030		
01001030025	in	01001030		
01001030026	which	01001030		
01001030027	{	01001030		
01001030028	there	01001030		
01001030029	is	01001030		
01001030030	}	01001030		
01001030031	life	01001030		
01001030032	{	01001030		
01001030033	I	01001030		
01001030034	am	01001030		
01001030035	giving	01001030		
01001030036	}	01001030		
01001030037	every	01001030		
01001030038	green	01001030		
01001030039	plant	01001030		
01001030040	as	01001030		
01001030041	food	01001030		
01001030042	.	01001030		
01001030043	”	01001030		
01001030044	And	01001030		
01001030045	it	01001030		
01001030046	was	01001030		
01001030047	so	01001030		
01001030048	.	01001030		
01001030049	.	01001030		
01001031001	And	01001031		
01001031002	God	01001031		
01001031003	saw	01001031		
01001031004	everything	01001031		
01001031005	that	01001031		
01001031006	he	01001031		
01001031007	had	01001031		
01001031008	made	01001031		
01001031009	and	01001031		
01001031010	,	01001031		
01001031011	behold	01001031		
01001031012	,	01001031		
01001031013	{	01001031		
01001031014	it	01001031		
01001031015	was	01001031		
01001031016	}	01001031		
01001031017	very	01001031		
01001031018	good	01001031		
01001031019	.	01001031		
01001031020	And	01001031		
01001031021	there	01001031		
01001031022	was	01001031		
01001031023	evening	01001031		
01001031024	,	01001031		
01001031025	and	01001031		
01001031026	there	01001031		
01001031027	was	01001031		
01001031028	morning	01001031		
01002001001	And	01002001		
01002001002	heaven	01002001		
01002001003	and	01002001		
01002001004	earth	01002001		
01002001005	and	01002001		
01002001006	all	01002001		
01002001007	their	01002001		
01002001008	array	01002001		
01002001009	were	01002001		
01002001010	finished	01002001		
01002001011	.	01002001		
01002001012	vast	01002001		
01002001013	array	01002001		
01002001014	.	01002001		
01002002001	And	01002002		
01002002002	on	01002002		
01002002003	the	01002002		
01002002004	seventh	01002002		
01002002005	day	01002002		
01002002006	God	01002002		
01002002007	finished	01002002		
01002002008	his	01002002		
01002002009	work	01002002		
01002002010	that	01002002		
01002002011	he	01002002		
01002002012	had	01002002		
01002002013	done	01002002		
01002002014	,	01002002		
01002002015	and	01002002		
01002002016	he	01002002		
01002002017	rested	01002002		
01002002018	on	01002002		
01002002019	the	01002002		
01002002020	seventh	01002002		
01002002021	day	01002002		
01002002022	from	01002002		
01002002023	all	01002002		
01002002024	his	01002002		
01002002025	work	01002002		
01002002026	that	01002002		
01002003001	And	01002003		
01002003002	God	01002003		
01002003003	blessed	01002003		
01002003004	the	01002003		
01002003005	seventh	01002003		
01002003006	day	01002003		
01002003007	,	01002003		
01002003008	and	01002003		
01002003009	he	01002003		
01002003010	sanctified	01002003		
01002003011	it	01002003		
01002003012	,	01002003		
01002003013	because	01002003		
01002003014	on	01002003		
01002003015	it	01002003		
01002003016	he	01002003		
01002003017	rested	01002003		
01002003018	from	01002003		
01002003019	all	01002003		
01002003020	his	01002003		
01002003021	work	01002003		
01002003022	[	01002003		
01002003023	of	01002003		
01002003024	creating	01002003		
01002003025	that	01002003		
01002003026	{	01002003		
01002003027	there	01002003		
01002004001	These	01002004		
01002004002	are	01002004		
01002004003	the	01002004		
01002004004	generations	01002004		
01002004005	of	01002004		
01002004006	heaven	01002004		
01002004007	and	01002004		
01002004008	earth	01002004		
01002004009	when	01002004		
01002004010	they	01002004		
01002004011	were	01002004		
01002004012	created	01002004		
01002004013	,	01002004		
01002004014	in	01002004		
01002004015	the	01002004		
01002004016	day	01002004		
01002004017	{	01002004		
01002004018	that	01002004		
01002004019	}	01002004		
01002004020	Yahweh	01002004		
01002004021	God	01002004		
01002004022	made	01002004		
01002004023	earth	01002004		
01002004024	and	01002004		
01002004025	heaven	01002004		
01002004026	—	01002004		
01002005001	[	01002005		
01002005002	before	01002005		
01002005003	any	01002005		
01002005004	plant	01002005		
01002005005	of	01002005		
01002005006	the	01002005		
01002005007	field	01002005		
01002005008	was	01002005		
01002005009	]	01002005		
01002005010	on	01002005		
01002005011	earth	01002005		
01002005012	,	01002005		
01002005013	and	01002005		
01002005014	{	01002005		
01002005015	before	01002005		
01002005016	}	01002005		
01002005017	[	01002005		
01002005018	any	01002005		
01002005019	plant	01002005		
01002005020	of	01002005		
01002005021	the	01002005		
01002005022	field	01002005		
01002005023	]	01002005		
01002005024	had	01002005		
01002005025	sprung	01002005		
01002005026	up	01002005		
01002005027	,	01002005		
01002005028	because	01002005		
01002005029	Yahweh	01002005		
01002005030	God	01002005		
01002005031	had	01002005		
01002005032	not	01002005		
01002005033	caused	01002005		
01002005034	it	01002005		
01002005035	to	01002005		
01002005036	rain	01002005		
01002005037	upon	01002005		
01002005038	the	01002005		
01002005039	earth	01002005		
01002005040	,	01002005		
01002005041	and	01002005		
01002005042	there	01002005		
01002005043	was	01002005		
01002005044	no	01002005		
01002006001	but	01002006		
01002006002	a	01002006		
01002006003	stream	01002006		
01002006004	{	01002006		
01002006005	would	01002006		
01002006006	}	01002006		
01002006007	rise	01002006		
01002006008	from	01002006		
01002006009	the	01002006		
01002006010	earth	01002006		
01002006011	and	01002006		
01002006012	water	01002006		
01002006013	the	01002006		
01002006014	whole	01002006		
01002006015	face	01002006		
01002006016	of	01002006		
01002007001	when	01002007		
01002007002	Yahweh	01002007		
01002007003	God	01002007		
01002007004	formed	01002007		
01002007005	the	01002007		
01002007006	man	01002007		
01002007007	{	01002007		
01002007008	of	01002007		
01002007009	}	01002007		
01002007010	dust	01002007		
01002007011	from	01002007		
01002007012	the	01002007		
01002007013	ground	01002007		
01002007014	,	01002007		
01002007015	and	01002007		
01002007016	he	01002007		
01002007017	blew	01002007		
01002007018	into	01002007		
01002007019	his	01002007		
01002007020	nostrils	01002007		
01002007021	the	01002007		
01002007022	breath	01002007		
01002007023	of	01002007		
01002007024	life	01002007		
01002007025	,	01002007		
01002007026	and	01002007		
01002007027	the	01002007		
01002007028	man	01002007		
01002007029	became	01002007		
01002007030	a	01002007		
01002008001	And	01002008		
01002008002	Yahweh	01002008		
01002008003	God	01002008		
01002008004	planted	01002008		
01002008005	a	01002008		
01002008006	garden	01002008		
01002008007	in	01002008		
01002008008	Eden	01002008		
01002008009	in	01002008		
01002008010	the	01002008		
01002008011	east	01002008		
01002008012	,	01002008		
01002008013	and	01002008		
01002008014	there	01002008		
01002008015	he	01002008		
01002008016	put	01002008		
01002008017	the	01002008		
01002008018	man	01002008		
01002008019	whom	01002008		
01002008020	he	01002008		
01002008021	had	01002008		
01002008022	formed	01002008		
01002008023	.	01002008		
01002008024	formed	01002008		
01002008025	.	01002008		
01002009001	And	01002009		
01002009002	Yahweh	01002009		
01002009003	God	01002009		
01002009004	caused	01002009		
01002009005	to	01002009		
01002009006	grow	01002009		
01002009007	every	01002009		
01002009008	tree	01002009		
01002009009	{	01002009		
01002009010	that	01002009		
01002009011	}	01002009		
01002009012	was	01002009		
01002009013	pleasing	01002009		
01002009014	to	01002009		
01002009015	the	01002009		
01002009016	sight	01002009		
01002009017	and	01002009		
01002009018	good	01002009		
01002009019	for	01002009		
01002009020	food	01002009		
01002009021	.	01002009		
01002009022	And	01002009		
01002009023	the	01002009		
01002009024	tree	01002009		
01002009025	of	01002009		
01002009026	life	01002009		
01002009027	{	01002009		
01002009028	was	01002009		
01002009029	}	01002009		
01002009030	in	01002009		
01002009031	the	01002009		
01002009032	midst	01002009		
01002009033	of	01002009		
01002009034	the	01002009		
01002009035	garden	01002009		
01002009036	,	01002009		
