id	text	source_verse	skip_space_after	exclude
40001017025	}	40001017		
40001017026	fourteen	40001017		
40001017027	generations	40001017		
40001017028	,	40001017		
40001017029	and	40001017		
40001017030	from	40001017		
40001018001	Now	40001018		
40001018002	the	40001018		
40001018003	birth	40001018		
40001018004	of	40001018		
40001018005	Jesus	40001018		
40001018006	Christ	40001018		
40001018007	occurred	40001018		
40001018008	in	40001018		
40001018009	this	40001018		
40001018010	way	40001018		
40001018011	.	40001018		
40001018012	His	40001018		
40001018013	mother	40001018		
40001018014	Mary	40001018		
40001018015	had	40001018		
40001018016	been	40001018		
40001018017	betrothed	40001018		
40001018018	to	40001018		
40001018019	Joseph	40001018		
40001018020	,	40001018		
40001018021	{	40001018		
40001018022	but	40001018		
40001018023	}	40001018		
40001018024	before	40001018		
40001018025	they	40001018		
40001018026	came	40001018		
40001018027	together	40001018		
40001018028	,	40001018		
40001018029	she	40001018		
40001018030	was	40001018		
40001018031	found	40001018		
40001018032	[	40001018		
40001018033	to	40001018		
40001018034	be	40001018		
40001018035	pregnant	40001018		
40001018036	]	40001018		
40001018037	by	40001018		
40001018038	the	40001018		
40001018039	Holy	40001018		
40001018040	Spirit	40001018		
40001019001	So	40001019		
40001019002	Joseph	40001019		
40001019003	her	40001019		
40001019004	husband	40001019		
40001019005	,	40001019		
40001019006	being	40001019		
40001019007	righteous	40001019		
40001019008	and	40001019		
40001019009	not	40001019		
40001019010	wanting	40001019		
40001019011	to	40001019		
40001019012	disgrace	40001019		
40001019013	her	40001019		
40001019014	,	40001019		
40001019015	intended	40001019		
40001019016	to	40001019		
40001019017	divorce	40001019		
40001019018	her	40001019		
40001019019	secretly	40001019		
40001019020	.	40001019		
40001019021	had	40001019		
40001019022	in	40001019		
40001019023	mind	40001019		
40001019024	to	40001019		
40001019025	divorce	40001019		
40001019026	her	40001019		
40001019027	quietly	40001019		
40001019028	.	40001019		
40001020001	But	40001020		
40001020002	{	40001020		
40001020003	as	40001020		
40001020004	}	40001020		
40001020005	he	40001020		
40001020006	was	40001020		
40001020007	considering	40001020		
40001020008	these	40001020		
40001020009	things	40001020		
40001020010	,	40001020		
40001020011	behold	40001020		
40001020012	,	40001020		
40001020013	an	40001020		
40001020014	angel	40001020		
40001020015	of	40001020		
40001020016	the	40001020		
40001020017	Lord	40001020		
40001020018	appeared	40001020		
40001020019	to	40001020		
40001020020	him	40001020		
40001020021	in	40001020		
40001020022	a	40001020		
40001020023	dream	40001020		
40001020024	,	40001020		
40001020025	saying	40001020		
40001020026	,	40001020		
40001020027	“	40001020		
40001020028	Joseph	40001020		
40001020029	,	40001020		
40001020030	son	40001020		
40001020031	of	40001020		
40001020032	David	40001020		
40001020033	,	40001020		
40001020034	do	40001020		
40001020035	not	40001020		
40001020036	be	40001020		
40001020037	afraid	40001020		
40001020038	to	40001020		
40001020039	take	40001020		
40001020040	Mary	40001020		
40001020041	{	40001020		
40001020042	as	40001020		
40001020043	}	40001020		
40001020044	your	40001020		
40001020045	wife	40001020		
40001020046	,	40001020		
40001020047	for	40001020		
40001020048	what	40001020		
40001020049	has	40001020		
40001020050	been	40001020		
40001020051	conceived	40001020		
40001021001	And	40001021		
40001021002	she	40001021		
40001021003	will	40001021		
40001021004	give	40001021		
40001021005	birth	40001021		
40001021006	to	40001021		
40001021007	a	40001021		
40001021008	son	40001021		
40001021009	,	40001021		
40001021010	and	40001021		
40001021011	you	40001021		
40001021012	will	40001021		
40001021013	call	40001021		
40001021014	his	40001021		
40001021015	name	40001021		
40001021016	‘	40001021		
40001021017	Jesus	40001021		
40001021018	,	40001021		
40001021019	’	40001021		
40001021020	because	40001021		
40001021021	he	40001021		
40001021022	will	40001021		
40001021023	save	40001021		
40001021024	his	40001021		
40001021025	people	40001021		
40001021026	from	40001021		
40001021027	their	40001021		
40001021028	sins	40001021		
40001021029	.	40001021		
40001022001	Now	40001022		
40001022002	all	40001022		
40001022003	this	40001022		
40001022004	happened	40001022		
40001022005	in	40001022		
40001022006	order	40001022		
40001022007	that	40001022		
40001022008	what	40001022		
40001022009	was	40001022		
40001022010	spoken	40001022		
40001022011	by	40001022		
40001022012	the	40001022		
40001022013	Lord	40001022		
40001022014	through	40001022		
40001022015	the	40001022		
40001023001	“	40001023		
40001023002	Behold	40001023		
40001023003	,	40001023		
40001023004	the	40001023		
40001023005	virgin	40001023		
40001023006	[	40001023		
40001023007	will	40001023		
40001023008	become	40001023		
40001023009	pregnant	40001023		
40001023010	]	40001023		
40001023011	and	40001023		
40001023012	will	40001023		
40001023013	give	40001023		
40001023014	birth	40001023		
40001023015	to	40001023		
40001023016	a	40001023		
40001023017	son	40001023		
40001023018	,	40001023		
40001023019	and	40001023		
40001023020	they	40001023		
40001023021	will	40001023		
40001023022	call	40001023		
40001023023	his	40001023		
40001023024	name	40001023		
40001023025	Emmanuel	40001023		
40001023026	,	40001023		
40001023027	”	40001023		
40001023028	which	40001023		
40001023029	is	40001023		
40001023030	translated	40001023		
40001023031	,	40001023		
40001023032	“	40001023		
40001024001	And	40001024		
40001024002	Joseph	40001024		
40001024003	,	40001024		
40001024004	{	40001024		
40001024005	when	40001024		
40001024006	he	40001024		
40001024007	}	40001024		
40001024008	woke	40001024		
40001024009	up	40001024		
40001024010	from	40001024		
40001024011	sleep	40001024		
40001024012	,	40001024		
40001024013	did	40001024		
40001024014	as	40001024		
40001024015	the	40001024		
40001024016	angel	40001024		
40001024017	of	40001024		
40001024018	the	40001024		
40001024019	Lord	40001024		
40001024020	commanded	40001024		
40001024021	him	40001024		
40001024022	,	40001024		
40001024023	and	40001024		
40001024024	he	40001024		
40001025001	and	40001025		
40001025002	[	40001025		
40001025003	did	40001025		
40001025004	not	40001025		
40001025005	have	40001025		
40001025006	sexual	40001025		
40001025007	relations	40001025		
40001025008	with	40001025		
40001025009	]	40001025		
40001025010	her	40001025		
40001025011	until	40001025		
40001025012	she	40001025		
40001025013	gave	40001025		
40001025014	birth	40001025		
40001025015	to	40001025		
40001025016	a	40001025		
40001025017	son	40001025		
40001025018	.	40001025		
40001025019	And	40001025		
40001025020	he	40001025		
40001025021	called	40001025		
40001025022	his	40001025		
40001025023	name	40001025		
40002001001	Now	40002001		
40002001002	{	40002001		
40002001003	after	40002001		
40002001004	}	40002001		
40002001005	Jesus	40002001		
40002001006	was	40002001		
40002001007	born	40002001		
40002001008	in	40002001		
40002001009	Bethlehem	40002001		
40002001010	of	40002001		
40002001011	Judea	40002001		
40002001012	in	40002001		
40002001013	the	40002001		
40002001014	days	40002001		
40002001015	of	40002001		
40002001016	Herod	40002001		
40002001017	the	40002001		
40002001018	king	40002001		
40002001019	,	40002001		
40002001020	behold	40002001		
40002001021	,	40002001		
40002001022	wise	40002001		
40002001023	men	40002001		
40002002001	saying	40002002		
40002002002	,	40002002		
40002002003	“	40002002		
40002002004	Where	40002002		
40002002005	is	40002002		
40002002006	the	40002002		
40002002007	one	40002002		
40002002008	who	40002002		
40002002009	has	40002002		
40002002010	been	40002002		
40002002011	born	40002002		
40002002012	king	40002002		
40002002013	of	40002002		
40002002014	the	40002002		
40002002015	Jews	40002002		
40002002016	?	40002002		
40002002017	For	40002002		
40002002018	we	40002002		
40002002019	have	40002002		
40002002020	seen	40002002		
40002002021	his	40002002		
40002002022	star	40002002		
40002002023	at	40002002		
40002002024	its	40002002		
40002002025	rising	40002002		
40002002026	and	40002002		
40002002027	have	40002002		
40002002028	come	40002002		
40002002029	to	40002002		
40002002030	worship	40002002		
40002002031	him	40002002		
40002002032	.	40002002		
40002003001	And	40002003		
40002003002	{	40002003		
40002003003	when	40002003		
40002003004	}	40002003		
40002003005	King	40002003		
40002003006	Herod	40002003		
40002003007	heard	40002003		
40002003008	{	40002003		
40002003009	it	40002003		
40002003010	}	40002003		
40002003011	,	40002003		
40002003012	he	40002003		
40002003013	was	40002003		
40002003014	troubled	40002003		
40002003015	,	40002003		
40002004001	and	40002004		
40002004002	{	40002004		
40002004003	after	40002004		
40002004004	}	40002004		
40002004005	calling	40002004		
40002004006	together	40002004		
40002004007	all	40002004		
40002004008	the	40002004		
40002004009	chief	40002004		
40002004010	priests	40002004		
40002004011	and	40002004		
40002004012	scribes	40002004		
40002004013	of	40002004		
40002004014	the	40002004		
40002004015	people	40002004		
40002004016	,	40002004		
40002004017	he	40002004		
40002004018	inquired	40002004		
40002004019	from	40002004		
40002004020	them	40002004		
40002004021	where	40002004		
40002004022	the	40002004		
40002004023	Christ	40002004		
40002004024	was	40002004		
40002004025	to	40002004		
40002004026	be	40002004		
40002004027	born	40002004		
40002005001	So	40002005		
40002005002	they	40002005		
40002005003	said	40002005		
40002005004	to	40002005		
40002005005	him	40002005		
40002005006	,	40002005		
40002005007	“	40002005		
40002005008	In	40002005		
40002005009	Bethlehem	40002005		
40002005010	of	40002005		
40002005011	Judea	40002005		
40002005012	,	40002005		
40002005013	for	40002005		
40002005014	thus	40002005		
40002005015	it	40002005		
40002005016	is	40002005		
40002005017	written	40002005		
40002005018	by	40002005		
40002005019	the	40002005		
40002005020	prophet	40002005		
40002006001	‘	40002006		
40002006002	And	40002006		
40002006003	you	40002006		
40002006004	,	40002006		
40002006005	Bethlehem	40002006		
40002006006	,	40002006		
40002006007	land	40002006		
40002006008	of	40002006		
40002006009	Judah	40002006		
40002006010	,	40002006		
40002006011	are	40002006		
40002006012	by	40002006		
40002006013	no	40002006		
40002006014	means	40002006		
40002006015	least	40002006		
40002006016	among	40002006		
40002006017	the	40002006		
40002006018	rulers	40002006		
40002006019	of	40002006		
40002006020	Judah	40002006		
40002006021	,	40002006		
40002006022	for	40002006		
40002006023	from	40002006		
40002006024	you	40002006		
40002006025	will	40002006		
40002006026	go	40002006		
40002006027	out	40002006		
40002006028	a	40002006		
40002006029	ruler	40002006		
40002006030	who	40002006		
40002006031	will	40002006		
40002006032	shepherd	40002006		
40002006033	my	40002006		
40002006034	people	40002006		
40002006035	Israel	40002006		
40002006036	.	40002006		
40002006037	’	40002006		
40002006038	”	40002006		
40002006039	my	40002006		
40002006040	people	40002006		
40002006041	Israel	40002006		
40002006042	.	40002006		
40002006043	’	40002006		
40002006044	”	40002006		
40002007001	Then	40002007		
40002007002	Herod	40002007		
40002007003	secretly	40002007		
40002007004	summoned	40002007		
40002007005	the	40002007		
40002007006	wise	40002007		
40002007007	men	40002007		
40002007008	{	40002007		
40002007009	and	40002007		
40002007010	}	40002007		
40002007011	determined	40002007		
40002007012	precisely	40002007		
40002007013	from	40002007		
40002007014	them	40002007		
40002007015	the	40002007		
40002007016	time	40002007		
40002007017	{	40002007		
40002007018	when	40002007		
40002007019	}	40002007		
40002008001	And	40002008		
40002008002	he	40002008		
40002008003	sent	40002008		
40002008004	them	40002008		
40002008005	to	40002008		
40002008006	Bethlehem	40002008		
40002008007	{	40002008		
40002008008	and	40002008		
40002008009	}	40002008		
40002008010	said	40002008		
40002008011	,	40002008		
40002008012	“	40002008		
40002008013	Go	40002008		
40002008014	,	40002008		
40002008015	inquire	40002008		
40002008016	carefully	40002008		
40002008017	concerning	40002008		
40002008018	the	40002008		
40002008019	child	40002008		
40002008020	,	40002008		
40002008021	and	40002008		
40002008022	when	40002008		
40002008023	you	40002008		
40002008024	have	40002008		
40002008025	found	40002008		
40002008026	{	40002008		
40002008027	him	40002008		
40002008028	}	40002008		
40002008029	,	40002008		
40002008030	report	40002008		
40002008031	to	40002008		
40002008032	me	40002008		
40002008033	so	40002008		
40002008034	that	40002008		
40002008035	I	40002008		
40002008036	also	40002008		
40002008037	may	40002008		
40002008038	come	40002008		
40002008039	{	40002008		
40002008040	and	40002008		
40002008041	}	40002008		
40002009001	{	40002009		
40002009002	After	40002009		
40002009003	}	40002009		
40002009004	they	40002009		
40002009005	listened	40002009		
40002009006	to	40002009		
40002009007	the	40002009		
40002009008	king	40002009		
40002009009	,	40002009		
40002009010	they	40002009		
40002009011	went	40002009		
40002009012	out	40002009		
40002009013	,	40002009		
40002009014	and	40002009		
40002009015	behold	40002009		
40002009016	,	40002009		
40002009017	the	40002009		
40002009018	star	40002009		
40002009019	which	40002009		
40002009020	they	40002009		
40002009021	had	40002009		
40002009022	seen	40002009		
40002009023	at	40002009		
40002009024	its	40002009		
40002009025	rising	40002009		
40002009026	led	40002009		
40002009027	them	40002009		
40002009028	until	40002009		
40002009029	it	40002009		
40002009030	came	40002009		
40002009031	{	40002009		
40002009032	and	40002009		
40002009033	}	40002009		
40002009034	stood	40002009		
40002009035	above	40002009		
40002009036	{	40002009		
40002009037	the	40002009		
40002010001	Now	40002010		
40002010002	{	40002010		
40002010003	when	40002010		
40002010004	they	40002010		
40002010005	}	40002010		
40002010006	saw	40002010		
40002010007	the	40002010		
40002010008	star	40002010		
40002010009	,	40002010		
40002010010	they	40002010		
40002011001	And	40002011		
40002011002	{	40002011		
40002011003	when	40002011		
40002011004	they	40002011		
40002011005	}	40002011		
40002011006	came	40002011		
40002011007	into	40002011		
40002011008	the	40002011		
40002011009	house	40002011		
40002011010	,	40002011		
40002011011	they	40002011		
40002011012	saw	40002011		
40002011013	the	40002011		
40002011014	child	40002011		
40002011015	with	40002011		
40002011016	Mary	40002011		
40002011017	his	40002011		
40002011018	mother	40002011		
40002011019	,	40002011		
40002011020	and	40002011		
40002011021	they	40002011		
40002011022	fell	40002011		
40002011023	down	40002011		
40002011024	{	40002011		
40002011025	and	40002011		
40002011026	}	40002011		
40002011027	worshiped	40002011		
40002011028	him	40002011		
40002011029	.	40002011		
40002011030	And	40002011		
40002011031	opening	40002011		
40002011032	their	40002011		
40002011033	treasure	40002011		
40002011034	boxes	40002011		
40002011035	,	40002011		
40002011036	they	40002011		
40002011037	offered	40002011		
40002011038	him	40002011		
40002011039	gifts	40002011		
40002011040	of	40002011		
40002011041	gold	40002011		
40002011042	and	40002011		
40002012001	And	40002012		
40002012002	being	40002012		
40002012003	warned	40002012		
40002012004	in	40002012		
40002012005	a	40002012		
40002012006	dream	40002012		
40002012007	not	40002012		
40002012008	to	40002012		
40002012009	return	40002012		
40002012010	to	40002012		
40002012011	Herod	40002012		
40002012012	,	40002012		
40002012013	they	40002012		
40002012014	went	40002012		
40002012015	back	40002012		
40002012016	to	40002012		
40002012017	their	40002012		
40002012018	{	40002012		
40002012019	own	40002012		
40002012020	}	40002012		
40002012021	country	40002012		
40002012022	by	40002012		
40002012023	another	40002012		
40002013001	Now	40002013		
40002013002	{	40002013		
40002013003	after	40002013		
40002013004	}	40002013		
40002013005	they	40002013		
40002013006	had	40002013		
40002013007	gone	40002013		
40002013008	away	40002013		
40002013009	,	40002013		
40002013010	behold	40002013		
40002013011	,	40002013		
40002013012	an	40002013		
40002013013	angel	40002013		
40002013014	of	40002013		
40002013015	the	40002013		
40002013016	Lord	40002013		
40002013017	appeared	40002013		
40002013018	in	40002013		
40002013019	a	40002013		
40002013020	dream	40002013		
40002013021	to	40002013		
40002013022	Joseph	40002013		
40002013023	,	40002013		
40002013024	saying	40002013		
40002013025	,	40002013		
40002013026	“	40002013		
40002013027	Get	40002013		
40002013028	up	40002013		
40002013029	,	40002013		
40002013030	take	40002013		
40002013031	the	40002013		
40002013032	child	40002013		
40002013033	and	40002013		
40002013034	his	40002013		
40002013035	mother	40002013		
40002013036	and	40002013		
40002013037	flee	40002013		
40002013038	to	40002013		
40002013039	Egypt	40002013		
40002013040	,	40002013		
40002013041	and	40002013		
40002013042	stay	40002013		
40002013043	there	40002013		
40002013044	until	40002013		
40002013045	I	40002013		
40002013046	tell	40002013		
40002013047	you	40002013		
40002013048	.	40002013		
40002013049	For	40002013		
40002013050	Herod	40002013		
40002013051	is	40002013		
40002013052	about	40002013		
40002013053	to	40002013		
40002013054	seek	40002013		
40002013055	the	40002013		
40002013056	child	40002013		
40002013057	to	40002013		
40002013058	destroy	40002013		
40002014001	So	40002014		
40002014002	he	40002014		
40002014003	got	40002014		
40002014004	up	40002014		
40002014005	{	40002014		
40002014006	and	40002014		
40002014007	}	40002014		
40002014008	took	40002014		
40002014009	the	40002014		
40002014010	child	40002014		
40002014011	and	40002014		
40002014012	his	40002014		
40002014013	mother	40002014		
40002014014	during	40002014		
40002014015	the	40002014		
40002014016	night	40002014		
40002014017	and	40002014		
40002014018	went	40002014		
40002014019	away	40002014		
40002015001	And	40002015		
40002015002	he	40002015		
40002015003	was	40002015		
40002015004	there	40002015		
40002015005	until	40002015		
40002015006	the	40002015		
40002015007	death	40002015		
40002015008	of	40002015		
40002015009	Herod	40002015		
40002015010	,	40002015		
40002015011	in	40002015		
40002015012	order	40002015		
40002015013	that	40002015		
40002015014	what	40002015		
40002015015	was	40002015		
40002015016	said	40002015		
40002015017	by	40002015		
40002015018	the	40002015		
40002015019	Lord	40002015		
40002015020	through	40002015		
40002015021	the	40002015		
40002015022	prophet	40002015		
40002015023	would	40002015		
40002015024	be	40002015		
40002015025	fulfilled	40002015		
40002015026	,	40002015		
40002015027	saying	40002015		
40002015028	,	40002015		
40002015029	“	40002015		
40002015030	Out	40002015		
40002015031	of	40002015		
40002015032	Egypt	40002015		
40002016001	Then	40002016		
40002016002	Herod	40002016		
40002016003	,	40002016		
40002016004	{	40002016		
40002016005	when	40002016		
40002016006	he	40002016		
40002016007	}	40002016		
40002016008	saw	40002016		
40002016009	that	40002016		
40002016010	he	40002016		
40002016011	had	40002016		
40002016012	been	40002016		
40002016013	deceived	40002016		
40002016014	by	40002016		
40002016015	the	40002016		
40002016016	wise	40002016		
40002016017	men	40002016		
40002016018	,	40002016		
40002016019	became	40002016		
40002016020	very	40002016		
40002016021	angry	40002016		
40002016022	,	40002016		
40002016023	and	40002016		
40002016024	he	40002016		
40002016025	sent	40002016		
40002016026	{	40002016		
40002016027	soldiers	40002016		
40002016028	}	40002016		
40002016029	{	40002016		
40002016030	and	40002016		
40002016031	}	40002016		
40002016032	executed	40002016		
40002016033	all	40002016		
40002016034	the	40002016		
40002016035	children	40002016		
40002016036	in	40002016		
40002016037	Bethlehem	40002016		
40002016038	and	40002016		
40002016039	in	40002016		
40002016040	all	40002016		
40002016041	the	40002016		
40002016042	region	40002016		
40002016043	{	40002016		
40002016044	around	40002016		
40002016045	}	40002016		
40002016046	it	40002016		
40002016047	from	40002016		
40002016048	{	40002016		
40002016049	the	40002016		
40002016050	age	40002016		
40002017001	Then	40002017		
40002017002	what	40002017		
40002017003	was	40002017		
40002017004	spoken	40002017		
40002017005	by	40002017		
40002017006	the	40002017		
40002017007	prophet	40002017		
40002017008	Jeremiah	40002017		
40002017009	was	40002017		
40002017010	fulfilled	40002017		
40002017011	,	40002017		
40002018001	“	40002018		
40002018002	A	40002018		
40002018003	voice	40002018		
40002018004	was	40002018		
40002018005	heard	40002018		
40002018006	in	40002018		
40002018007	Ramah	40002018		
40002018008	,	40002018		
40002018009	weeping	40002018		
40002018010	and	40002018		
40002018011	great	40002018		
40002018012	mourning	40002018		
40002018013	,	40002018		
40002018014	Rachel	40002018		
40002018015	weeping	40002018		
40002018016	{	40002018		
40002018017	for	40002018		
40002018018	}	40002018		
40002018019	her	40002018		
