id	altId	text	transType	isPunc	isPrimary
40005009030	ခေါ်ဝေါ်-1	ခေါ်ဝေါ်	k	False	True
40005009031	ခြင်း-2	ခြင်း	m	False	False
40005009032	ကို-2	ကို	m	False	False
40005009033	ခံရ-1	ခံရ	m	False	False
40005009034	ကြ-2	ကြ	m	False	False
40005009035	လတံ့-1	လတံ့	m	False	False
40005009036	။-2	။		False	False
40005019001	ထိုကြောင့်-1	ထိုကြောင့်	k	False	True
40005019002	အကြင်သူ-1	အကြင်သူ	k	False	True
40005019003	သည်-1	သည်	m	False	False
40005019004	၊-1	၊		False	False
40005019005	အငယ်ဆုံး-1	အငယ်ဆုံး	k	False	True
40005019006	သော-1	သော	m	False	False
40005019007	ပညတ်-1	ပညတ်	k	False	True
40005019008	တစ်ခု-1	တစ်ခု	k	False	True
40005019009	ကို-1	ကို	m	False	False
40005019010	ကိုယ်တိုင်-1	ကိုယ်တိုင်		False	False
40005019011	လွန်ကျူး-1	လွန်ကျူး	k	False	True
40005019012	၍-1	၍	m	False	False
40005019013	သူတစ်ပါး-1	သူတစ်ပါး	k	False	True
40005019014	တို့-1	တို့	m	False	False
40005019015	အား-1	အား	m	False	False
40005019016	လည်း-1	လည်း	k	False	True
40005019017	ထိုအတူ-1	ထိုအတူ	k	False	True
40005019018	သွန်သင်-1	သွန်သင်	k	False	True
40005019019	၏-1	၏	m	False	False
40005019020	၊-2	၊		False	False
40005019021	ထို-1	ထို	a	False	False
40005019022	သူ-1	သူ	m	False	False
40005019023	သည်-2	သည်	m	False	False
40005019024	ကောင်းကင်-1	ကောင်းကင်	k	False	True
40005019025	နိုင်ငံ-1	နိုင်ငံ	k	False	True
40005019026	တော်-1	တော်	v	False	False
40005019027	၌-1	၌	k	False	True
40005019028	အငယ်ဆုံး-2	အငယ်ဆုံး	k	False	True
40005019029	သော-2	သော	m	False	False
40005019030	သူ-2	သူ	m	False	False
40005019031	ဖြစ်-1	ဖြစ်	k	False	True
40005019032	လိမ့်မည်-1	လိမ့်မည်	m	False	False
40005019033	။-1	။		False	False
40005019034	အကြင်သူ-2	အကြင်သူ	k	False	True
40005019035	သည်-2	သည်	m	False	False
40005019036	ကိုယ်တိုင်-2	ကိုယ်တိုင်		False	False
40005019037	ကျင့်-1	ကျင့်	k	False	True
40005019038	၍-2	၍	k	False	True
40005019039	သူတစ်ပါး-2	သူတစ်ပါး	k	False	True
40005019040	တို့-2	တို့	m	False	False
40005019041	အား-2	အား	m	False	False
40005019042	လည်း-2	လည်း	k	False	True
40005019043	သွန်သင်-2	သွန်သင်	k	False	True
40005019044	၏-2	၏	m	False	False
40005019045	၊-2	၊		False	False
40005020001	ထို-2	ထို	a	False	False
40005020002	သူ-2	သူ	k	False	True
40005020003	သည်-2	သည်	m	False	False
40005020004	ကောင်းကင်-2	ကောင်းကင်	k	False	True
40005020005	နိုင်ငံ-2	နိုင်ငံ	k	False	True
40005020006	တော်-2	တော်	v	False	False
40005020007	၌-2	၌	k	False	True
40005020008	ကြီး-1	ကြီး	k	False	True
40005020009	သော-2	သော	m	False	False
40005020010	သူ-2	သူ		False	False
40005020011	ဖြစ်-2	ဖြစ်	k	False	True
40005020012	လိမ့်မည်-2	လိမ့်မည်	m	False	False
40005020013	။-2	။		False	False
40005020014	သင်-1	သင်	k	False	True
40005020015	တို့-2	တို့	k	False	False
40005020016	ကျင့်-2	ကျင့်		False	False
40005020017	သော-2	သော		False	False
40005020018	အကျင့်-1	အကျင့်		False	False
40005020019	သည်-2	သည်		False	False
40005020020	ဖာရိရှဲ-1	ဖာရိရှဲ	k	False	True
40005020021	တို့-2	တို့	m	False	False
40005020022	နှင့်-1	နှင့်	k	False	True
40005020023	ကျမ်းပြု-1	ကျမ်းပြု	k	False	True
40005020024	ဆရာ-1	ဆရာ	k	False	False
40005020025	တို့-2	တို့	m	False	False
40005020026	ကျင့်-2	ကျင့်		False	False
40005020027	သော-2	သော		False	False
40005020028	အကျင့်-2	အကျင့်		False	False
40005020029	ထက်-1	ထက်	k	False	True
40005020030	မ-1	မ	k	False	True
40005020031	လွန်-1	လွန်		False	False
40005020032	မ-2	မ	k	False	False
40005020033	သာလျှင်-1	သာလျှင်		False	False
40005020034	၊-2	၊		False	False
40005020035	သင်-2	သင်	m	False	False
40005020036	တို့-2	တို့	m	False	False
40005020037	သည်-2	သည်	m	False	False
40005020038	ကောင်းကင်-2	ကောင်းကင်	k	False	True
40005020039	နိုင်ငံ-2	နိုင်ငံ	k	False	True
40005020040	တော်-2	တော်	v	False	False
40005020041	သို့-1	သို့		False	False
40005020042	မ-2	မ	k	False	True
40005020043	ဝင်-1	ဝင်	k	False	True
40005020044	ရ-1	ရ	m	False	False
40005020045	ကြ-1	ကြ	m	False	False
40005020046	ဟု-1	ဟု		False	False
40005020047	ငါ-1	ငါ		False	False
40005020048	အမှန်-1	အမှန်		False	False
40005020049	ဆို-1	ဆို	k	False	True
40005020050	၏-2	၏	m	False	False
40005020051	။-2	။		False	False
40005029001	ထိုကြောင့်-1	ထိုကြောင့်	k	False	True
40005029002	လက်ျာ-1	လက်ျာ	k	False	True
40005029003	မျက်စိ-1	မျက်စိ	k	False	True
40005029004	ဖြစ်-1	ဖြစ်		False	False
40005029005	သော်လည်း-1	သော်လည်း		False	False
40005029006	သင့်-1	သင့်	k	False	True
40005029007	ကို-1	ကို	m	False	False
40005029008	မှားယွင်း-1	မှားယွင်း	k	False	True
40005029009	စေ-1	စေ	m	False	False
40005029010	လျှင်-1	လျှင်	k	False	True
40005029011	ထို-1	ထို	a	False	False
40005029012	မျက်စိ-2	မျက်စိ	s	False	True
40005029013	ကို-2	ကို	m	False	False
40005029014	ထုတ်ပစ်-1	ထုတ်ပစ်	k	False	True
40005029015	လော့-1	လော့	m	False	False
40005029016	။-1	။		False	False
40005029017	တစ်ကိုယ်လုံး-1	တစ်ကိုယ်လုံး	k	False	True
40005029018	ငရဲ-1	ငရဲ	k	False	True
40005029019	သို့-1	သို့	k	False	True
40005029020	ချ-1	ချ	k	False	True
40005029021	ခြင်း-1	ခြင်း	m	False	False
40005029022	ကို-2	ကို	m	False	False
40005029023	ခံရ-1	ခံရ	m	False	False
40005029024	သည်-1	သည်	m	False	False
40005029025	ထက်-1	ထက်		False	False
40005029026	အင်္ဂါ-1	အင်္ဂါ	k	False	True
40005029027	တစ်ခု-1	တစ်ခု	a	False	False
40005029028	ပျက်-1	ပျက်	k	False	True
40005029029	သော်-1	သော်	m	False	False
40005029030	သာ၍-1	သာ၍	k	False	False
40005029031	ကောင်း-1	ကောင်း	k	False	True
40005029032	၏-1	၏	m	False	False
40005029033	။-2	။		False	False
40005039001	ငါ-1	ငါ	k	False	True
40005039002	ပညတ်-1	ပညတ်	k	False	True
40005039003	သည်-1	သည်	m	False	False
40005039004	ကား-1	ကား	k	False	True
40005039005	၊-1	၊		False	False
40005039006	နှောင့်ရှက်-1	နှောင့်ရှက်	k	False	True
40005039007	သော-1	သော	m	False	False
40005039008	သူ-1	သူ	k	False	True
40005039009	ကို-1	ကို	m	False	False
40005039010	မ-1	မ	k	False	True
40005039011	ဆီး-1	ဆီး	k	False	True
40005039012	မ-2	မ	k	False	False
40005039013	တား-1	တား	k	False	False
40005039014	နှင့်-1	နှင့်	m	False	False
40005039015	။-1	။		False	False
40005039016	သင်-1	သင်	k	False	True
40005039017	၏-1	၏	m	False	False
40005039018	ပါး-1	ပါး	k	False	True
40005039019	တစ်ဘက်-1	တစ်ဘက်		False	False
40005039020	ကို-2	ကို		False	False
40005039021	သူတစ်ပါး-1	သူတစ်ပါး	k	False	True
40005039022	ပုတ်-1	ပုတ်	k	False	True
40005039023	လျှင်-1	လျှင်	m	False	False
40005039024	၊-2	၊		False	False
40005039025	ပါး-2	ပါး		False	False
40005039026	တစ်ဘက်-2	တစ်ဘက်	k	False	True
40005039027	ကို-2	ကို	m	False	False
40005039028	လှည့်-1	လှည့်	k	False	True
40005039029	၍-1	၍	m	False	False
40005039030	ပေး-1	ပေး		False	False
40005039031	ဦး-1	ဦး		False	False
40005039032	လော့-1	လော့		False	False
40005039033	။-2	။		False	False
40005048001	ထိုကြောင့်-1	ထိုကြောင့်	k	False	True
40005048002	ကောင်းကင်-1	ကောင်းကင်	k	False	True
40005048003	ဘုံ-1	ဘုံ	k	False	False
40005048004	၌-1	၌		False	False
40005048005	ရှိ-1	ရှိ		False	False
40005048006	တော်မူ-1	တော်မူ		False	False
40005048007	သော-1	သော		False	False
40005048008	သင်-1	သင်	k	False	True
40005048009	တို့-1	တို့	k	False	False
40005048010	အဘ-1	အဘ	k	False	True
40005048011	သည်-1	သည်	m	False	False
40005048012	စုံလင်-1	စုံလင်	k	False	True
40005048013	တော်မူ-2	တော်မူ	v	False	False
40005048014	သည်-2	သည်	m	False	False
40005048015	နည်းတူ-1	နည်းတူ	k	False	True
40005048016	သင်-2	သင်	k	False	True
40005048017	တို့-2	တို့	k	False	False
40005048018	သည်-2	သည်	m	False	False
40005048019	လည်း-1	လည်း		False	False
40005048020	စုံလင်-2	စုံလင်	k	False	True
40005048021	ခြင်း-1	ခြင်း	m	False	False
40005048022	ရှိ-2	ရှိ	k	False	True
40005048023	ကြ-1	ကြ	m	False	False
40005048024	လော့-1	လော့	m	False	False
40005048025	။-1	။		False	False
40006009001	ထိုကြောင့်-1	ထိုကြောင့်	k	False	True
40006009002	သင်-1	သင်	k	False	True
40006009003	တို့-1	တို့	k	False	False
40006009004	ဆုတောင်း-1	ဆုတောင်း	k	False	True
40006009005	ရ-1	ရ	m	False	False
40006009006	မည်-1	မည်	m	False	False
40006009007	မှာ-1	မှာ	m	False	False
40006009008	ကောင်းကင်-1	ကောင်းကင်	k	False	True
40006009009	ဘုံ-1	ဘုံ	k	False	False
40006009010	၌-1	၌	k	False	True
40006009011	ရှိ-1	ရှိ		False	False
40006009012	တော်မူ-1	တော်မူ		False	False
40006009013	သော-1	သော		False	False
40006009014	အကျွန်ုပ်-1	အကျွန်ုပ်	k	False	True
40006009015	တို့-2	တို့	k	False	False
40006009016	အဘ-1	အဘ	k	False	True
40006009017	၊-1	၊		False	False
40006009018	ကိုယ်တော်-1	ကိုယ်တော်	k	False	True
40006009019	၏-1	၏	m	False	False
40006009020	နာမ-1	နာမ	k	False	True
40006009021	တော်-1	တော်	v	False	False
40006009022	အား-1	အား	m	False	False
40006009023	ရိုသေ-1	ရိုသေ	k	False	True
40006009024	လေးမြတ်-1	လေးမြတ်	k	False	False
40006009025	ခြင်း-1	ခြင်း	m	False	False
40006009026	ရှိ-2	ရှိ	m	False	False
40006009027	ပါစေသော-1	ပါစေသော	m	False	False
40006009028	။-1	။		False	False
40006019001	သံချေး-1	သံချေး	k	False	True
40006019002	၊-1	၊		False	False
40006019003	ပိုးရွ-1	ပိုးရွ	k	False	True
40006019004	ဖျက်ဆီး-1	ဖျက်ဆီး	k	False	True
40006019005	၍-1	၍	m	False	False
40006019006	သူခိုး-1	သူခိုး	k	False	True
40006019007	ထွင်းဖောက်-1	ထွင်းဖောက်	k	False	True
40006019008	ခိုးယူ-1	ခိုးယူ	k	False	True
40006019009	ရာ-1	ရာ	m	False	False
40006019010	မြေကြီး-1	မြေကြီး	k	False	True
40006019011	ပေါ်မှာ-1	ပေါ်မှာ	k	False	True
40006019012	ဘဏ္ဍာ-1	ဘဏ္ဍာ	k	False	True
40006019013	ကို-1	ကို	m	False	False
40006019014	မ-1	မ	k	False	True
40006019015	ဆည်းဖူး-1	ဆည်းဖူး	k	False	True
40006019016	ကြ-1	ကြ	m	False	False
40006019017	နှင့်-1	နှင့်	m	False	False
40006019018	။-1	။		False	False
40006029001	သို့သော်လည်း-1	သို့သော်လည်း	k	False	True
40006029002	ဘုန်းကြီး-1	ဘုန်းကြီး	k	False	True
40006029003	သော-1	သော	m	False	False
40006029004	ရှောလမုန်-1	ရှောလမုန်	k	False	True
40006029005	မင်းကြီး-1	မင်းကြီး	a	False	False
40006029006	၏-1	၏	m	False	False
40006029007	အဝတ်-1	အဝတ်	k	False	True
40006029008	သည်-1	သည်	m	False	False
40006029009	ထို-1	ထို	k	False	True
40006029010	အပင်-1	အပင်	a	False	False
40006029011	တစ်-1	တစ်	k	False	True
