id	altId	text	transType	isPunc	isPrimary
40001021020	သောကြောင့်-1	သောကြောင့်	k		y
40001021021	၊-2	၊			
40001021022	ယေရှု-1	ယေရှု	k		y
40001021023	ဟူသော-1	ဟူသော			
40001021024	အမည်-1	အမည်	k		y
40001021025	ဖြင့်-1	ဖြင့်	m		
40001021026	မှည့်-1	မှည့်	k		y
40001021027	ရ-2	ရ	m		
40001021028	မည်-2	မည်	m		
40001021029	ဟု-1	ဟု			
40001021030	ကောင်းကင်-2	ကောင်းကင်			
40001021031	တမန်-2	တမန်			
40001021032	ဆို-1	ဆို	k		y
40001021033	၏-2	၏	m		
40001021034	။-2	။			
40001022001	ထို-1	ထို	a		
40001022002	အကြောင်း-1	အကြောင်း	k		y
40001022003	အရာ-1	အရာ	k		
40001022004	မူကား-1	မူကား	k		y
40001022005	၊-1	၊			
40001022006	ထာဝရ-1	ထာဝရ	k		y
40001022007	ဘုရား-1	ဘုရား	k		
40001022008	သည်-1	သည်	m		
40001022009	ပရောဖက်-1	ပရောဖက်	k		y
40001022010	ဖြင့်-1	ဖြင့်	k		y
40001022011	ထား-1	ထား			
40001022012	တော်မူ-1	တော်မူ			
40001022013	သော-1	သော			
40001022014	ဗျာဒိတ်-1	ဗျာဒိတ်	k		y
40001022015	တော်-1	တော်	v		
40001022016	ပြည့်စုံ-1	ပြည့်စုံ	k		y
40001022017	မည်-1	မည်	m		
40001022018	အကြောင်း-2	အကြောင်း	k		y
40001022019	တည်း-1	တည်း	k		y
40001022020	။-1	။			
40001023001	ဗျာဒိတ်-1	ဗျာဒိတ်			
40001023002	တော်-1	တော်			
40001023003	အချက်-1	အချက်			
40001023004	ဟူမူကား-1	ဟူမူကား			
40001023005	ကြည့်ရှု-1	ကြည့်ရှု	k		y
40001023006	လော့-1	လော့	m		
40001023007	။-1	။			
40001023008	သတို့သမီး-1	သတို့သမီး	k		y
40001023009	ကညာ-1	ကညာ	k		
40001023010	သည်-1	သည်	m		
40001023011	ပဋိသန္ဓေ-1	ပဋိသန္ဓေ	k		y
40001023012	စွဲယူ-1	စွဲယူ	k		y
40001023013	၍-1	၍	k		y
40001023014	သား-1	သား	k		y
40001023015	ယောက်ျား-1	ယောက်ျား	a		
40001023016	ကို-1	ကို	m		
40001023017	ဘွားမြင်-1	ဘွားမြင်	k		y
40001023018	လတံ့-1	လတံ့	m		
40001023019	။-2	။			
40001023020	ထို-1	ထို	a		
40001023021	သား-2	သား	s		y
40001023022	ကို-2	ကို	m		
40001023023	ဧမာနွေလ-1	ဧမာနွေလ	k		y
40001023024	အမည်-1	အမည်	k		y
40001023025	ဖြင့်-1	ဖြင့်			
40001023026	မှည့်-1	မှည့်	k		y
40001023027	ရ-1	ရ	m		
40001023028	ကြ-1	ကြ	m		
40001023029	လတံ့-2	လတံ့	m		
40001023030	ဟု-1	ဟု			
40001023031	လာ-1	လာ			
40001023032	သတည်း-1	သတည်း			
40001023033	။-2	။			
40001023034	ဧမာနွေလ-2	ဧမာနွေလ	s		y
40001023035	အနက်-1	အနက်	k		y
40001023036	ကား-1	ကား	m		
40001023037	ငါ-1	ငါ	k		y
40001023038	တို့-1	တို့	k		
40001023039	နှင့်အတူ-1	နှင့်အတူ	k		y
40001023040	ရှိ-1	ရှိ			
40001023041	တော်မူ-1	တော်မူ			
40001023042	သော-1	သော			
40001023043	ဘုရားသခင်-1	ဘုရားသခင်	k		y
40001023044	ဟု-2	ဟု			
40001023045	ဆိုလို-1	ဆိုလို	k		y
40001023046	သတည်း-2	သတည်း	m		
40001023047	။-2	။			
40001024001	ယောသပ်-1	ယောသပ်	k		y
40001024002	သည်-1	သည်	m		
40001024003	အိပ်ပျော်-1	အိပ်ပျော်	k		y
40001024004	ရာ-1	ရာ	m		
40001024005	မှ-1	မှ	k		y
40001024006	နိုး-1	နိုး	k		y
40001024007	လျှင်-1	လျှင်	k		y
40001024008	၊-1	၊			
40001024009	ထာဝရ-1	ထာဝရ	k		y
40001024010	ဘုရား-1	ဘုရား	k		
40001024011	၏-1	၏	m		
40001024012	ကောင်းကင်-1	ကောင်းကင်	k		
40001024013	တမန်-1	တမန်	k		y
40001024014	မှာထား-1	မှာထား	k		y
40001024015	သည့်-1	သည့်	m		
40001024016	အတိုင်း-1	အတိုင်း	k		y
40001024017	ပြု-1	ပြု	k		y
40001024018	၍-1	၍	m		
40001024019	မိမိ-1	မိမိ	k		y
40001024020	ခင်ပွန်း-1	ခင်ပွန်း	k		y
40001024021	ကို-1	ကို	m		
40001024022	ထိန်းသိမ်း-1	ထိန်းသိမ်း	k		y
40001024023	လေ-1	လေ	a		
40001024024	၏-2	၏	m		
40001024025	။-1	။			
40001025001	သို့သော်လည်း-1	သို့သော်လည်း	k		y
40001025002	၊-1	၊			
40001025003	သား-1	သား	k		y
40001025004	ဦး-1	ဦး	a		
40001025005	ကို-1	ကို	m		
40001025006	မ-1	မ	k		y
40001025007	ဘွား-1	ဘွား	k		y
40001025008	မှီ-1	မှီ	k		
40001025009	တိုင်အောင်-1	တိုင်အောင်	k		
40001025010	သံဝါသ-1	သံဝါသ	d		y
40001025011	မ-2	မ	k		y
40001025012	ပြု-1	ပြု	d		
40001025013	ဘဲ-1	ဘဲ	m		
40001025014	နေ-1	နေ	m		
40001025015	၏-1	၏	m		
40001025016	။-1	။			
40001025017	ထို-1	ထို	a		
40001025018	သား-2	သား	s		y
40001025019	ကို-2	ကို	m		
40001025020	လည်း-1	လည်း	k		y
40001025021	ယေရှု-1	ယေရှု	k		y
40001025022	ဟူသော-1	ဟူသော			
40001025023	အမည်-1	အမည်	k		y
40001025024	ဖြင့်-1	ဖြင့်	m		
40001025025	မှည့်-1	မှည့်	k		y
40001025026	လေ-1	လေ	a		
40001025027	၏-2	၏	m		
40001025028	။-2	။			
40002001001	ယုဒ-1	ယုဒ	k		y
40002001002	ပြည်-1	ပြည်	a		
40002001003	ဗက်လင်-1	ဗက်လင်	k		y
40002001004	မြို့-1	မြို့	a		
40002001005	၌-1	၌	k		y
40002001006	ဟေရုဒ်-1	ဟေရုဒ်	k		y
40002001007	မင်းကြီး-1	မင်းကြီး	k		y
40002001008	လက်ထက်-1	လက်ထက်	k		y
40002001009	၊-1	၊			
40002001010	ယေရှု-1	ယေရှု	k		y
40002001011	သည်-1	သည်	m		
40002001012	ဘွားမြင်-1	ဘွားမြင်	k		y
40002001013	ခြင်း-1	ခြင်း	m		
40002001014	ကို-1	ကို	m		
40002001015	ခံ-1	ခံ	m		
40002001016	တော်မူ-1	တော်မူ	v		
40002001017	ပြီးမှ-1	ပြီးမှ	k		y
40002001018	၊-2	၊			
40002001019	မာဂု-1	မာဂု	k		y
40002001020	ပညာရှိ-1	ပညာရှိ	k		
40002001021	တို့-1	တို့	m		
40002001022	သည်-2	သည်	m		
40002001023	အရှေ့-1	အရှေ့	k		y
40002001024	ပြည်-2	ပြည်	a		
40002001025	က-1	က	k		y
40002001026	ယေရုရှလင်-1	ယေရုရှလင်	k		y
40002001027	မြို့-2	မြို့	a		
40002001028	သို့-1	သို့	k		y
40002001029	ရောက်လာ-1	ရောက်လာ	k		y
40002001030	ကြ-1	ကြ	m		
40002001031	လျှင်-1	လျှင်			
40002001032	။-1	။			
40002002001	ယခု-1	ယခု			
40002002002	ဘွားမြင်-1	ဘွားမြင်	k		y
40002002003	သော-1	သော	m		
40002002004	ယုဒ-1	ယုဒ	k		y
40002002005	ရှင်ဘုရင်-1	ရှင်ဘုရင်	k		y
40002002006	သည်-1	သည်	m		
40002002007	၊-1	၊			
40002002008	အဘယ်မှာ-1	အဘယ်မှာ	k		y
40002002009	ရှိ-1	ရှိ	k		y
40002002010	တော်မူ-1	တော်မူ	v		
40002002011	သနည်း-1	သနည်း	m		
40002002012	။-1	။			
40002002013	အရှေ့-1	အရှေ့	k		y
40002002014	ပြည်-1	ပြည်	a		
40002002015	၌-1	၌	k		y
40002002016	သူ-1	သူ	k		y
40002002017	၏-1	၏	m		
40002002018	ကြယ်-1	ကြယ်	k		y
40002002019	ကို-1	ကို	m		
40002002020	ငါ-1	ငါ	m		
40002002021	တို့-1	တို့	m		
40002002022	မြင်-1	မြင်	k		y
40002002023	ရ-1	ရ	m		
40002002024	သည်-2	သည်	m		
40002002025	ဖြစ်၍-1	ဖြစ်၍	k		y
40002002026	ဖူးတွေ့-1	ဖူးတွေ့	k		y
40002002027	ပူဇော်-1	ပူဇော်	k		
40002002028	ခြင်းငှာ-1	ခြင်းငှာ	m		
40002002029	ရောက်လာ-1	ရောက်လာ	k		y
40002002030	ပြီ-1	ပြီ	m		
