id	altId	text	transType	isPunc	isPrimary	skip_space_after	exclude
51001003022	Yesus-1	Yesus		False	True	False	False
51001003023	,-3	,		True	False	False	False
51001003024	Sang-1	Sang		False	True	False	False
51001003025	Mesias-1	Mesias		False	True	False	False
51001003026	,-4	,		True	False	False	False
51001004001	{-1	{		True	False	False	False
51001004002	karena-1	karena		False	True	False	False
51001004003	}-1	}		True	False	False	False
51001004004	kami-1	kami		False	True	False	False
51001004005	telah-1	telah		False	True	False	False
51001004006	mendengar-1	mendengar		False	True	False	False
51001004007	bahwa-1	bahwa		False	True	False	False
51001004008	kalian-1	kalian		False	True	False	False
51001004009	tetap-1	tetap		False	True	False	False
51001004010	beriman-1	beriman		False	True	False	False
51001004011	kepada-1	kepada		False	True	False	False
51001004012	Yesus-1	Yesus		False	True	False	False
51001004013	sang-1	sang		False	True	False	False
51001004014	Mesias-1	Mesias		False	True	False	False
51001004015	dan-1	dan		False	True	False	False
51001004016	bahwa-2	bahwa		False	True	False	False
51001004017	kalian-2	kalian		False	True	False	False
51001004018	mengasihi-1	mengasihi		False	True	False	False
51001004019	semua-1	semua		False	True	False	False
51001004020	umat-1	umat		False	True	False	False
51001004021	Allah-1	Allah		False	True	False	False
51001004022	.-1	.		True	False	False	False
51001005001	{-1	{		True	False	False	False
51001005002	Kalian-1	Kalian		False	True	False	False
51001005003	melakukan-1	melakukan		False	True	False	False
51001005004	hal-1	hal		False	True	False	False
51001005005	--1	-		True	False	False	False
51001005006	hal-2	hal		False	True	False	False
51001005007	ini-1	ini		False	True	False	False
51001005008	}-1	}		True	False	False	False
51001005009	karena-1	karena		False	True	False	False
51001005010	kalian-1	kalian		False	True	False	False
51001005011	dengan-1	dengan		False	True	False	False
51001005012	yakin-1	yakin		False	True	False	False
51001005013	menanti-1	menanti		False	True	False	False
51001005014	segala-1	segala		False	True	False	False
51001005015	sesuatu-1	sesuatu		False	True	False	False
51001005016	yang-1	yang		False	True	False	False
51001005017	disediakan-1	disediakan		False	True	False	False
51001005018	Allah-1	Allah		False	True	False	False
51001005019	bagi-1	bagi		False	True	False	False
51001005020	kalian-2	kalian		False	True	False	False
51001005021	di-1	di		False	True	False	False
51001005022	surga-1	surga		False	True	False	False
51001005023	.-1	.		True	False	False	False
51001005024	Kalian-2	Kalian		False	True	False	False
51001005025	mula-1	mula		False	True	False	False
51001005026	--2	-		True	False	False	False
51001005027	mula-2	mula		False	True	False	False
51001005028	belajar-1	belajar		False	True	False	False
51001005029	tentang-1	tentang		False	True	False	False
51001005030	semua-1	semua		False	True	False	False
51001005031	yang-2	yang		False	True	False	False
51001005032	disediakan-2	disediakan		False	True	False	False
51001005033	Allah-2	Allah		False	True	False	False
51001005034	bagi-2	bagi		False	True	False	False
51001005035	kalian-3	kalian		False	True	False	False
51001005036	ketika-1	ketika		False	True	False	False
51001005037	kalian-4	kalian		False	True	False	False
51001005038	mendengar-1	mendengar		False	True	False	False
51001005039	berita-1	berita		False	True	False	False
51001005040	yang-3	yang		False	True	False	False
51001005041	benar-1	benar		False	True	False	False
51001005042	,-1	,		True	False	False	False
51001005043	{-2	{		True	False	False	False
51001005044	yaitu-1	yaitu		False	True	False	False
51001005045	}-2	}		True	False	False	False
51001005046	kabar-1	kabar		False	True	False	False
51001005047	baik-1	baik		False	True	False	False
51001005048	tentang-2	tentang		False	True	False	False
51001005049	Mesias-1	Mesias		False	True	False	False
51001006001	Seperti-1	Seperti		False	True	False	False
51001006002	kalian-1	kalian		False	True	False	False
51001006003	telah-1	telah		False	True	False	False
51001006004	mendengar-1	mendengar		False	True	False	False
51001006005	dan-1	dan		False	True	False	False
51001006006	percaya-1	percaya		False	True	False	False
51001006007	kepada-1	kepada		False	True	False	False
51001006008	kabar-1	kabar		False	True	False	False
51001006009	baik-1	baik		False	True	False	False
51001006010	ini-1	ini		False	True	False	False
51001006011	{-1	{		True	False	False	False
51001006012	di-1	di		False	True	False	False
51001006013	Kolose-1	Kolose		False	True	False	False
51001006014	}-1	}		True	False	False	False
51001006015	,-1	,		True	False	False	False
51001006016	semakin-1	semakin		False	True	False	False
51001006017	banyak-1	banyak		False	True	False	False
51001006018	orang-1	orang		False	True	False	False
51001006019	di-2	di		False	True	False	False
51001006020	banyak-2	banyak		False	True	False	False
51001006021	tempat-1	tempat		False	True	False	False
51001006022	juga-1	juga		False	True	False	False
51001006023	mendengar-2	mendengar		False	True	False	False
51001006024	dan-2	dan		False	True	False	False
51001006025	mempercayainya-1	mempercayainya		False	True	False	False
51001006026	.-1	.		True	False	False	False
51001006027	Orang-1	Orang		False	True	False	False
51001006028	--1	-		True	False	False	False
51001006029	orang-2	orang		False	True	False	False
51001006030	ini-2	ini		False	True	False	False
51001006031	kini-1	kini		False	True	False	False
51001006032	hidup-1	hidup		False	True	False	False
51001006033	dengan-1	dengan		False	True	False	False
51001006034	cara-1	cara		False	True	False	False
51001006035	yang-1	yang		False	True	False	False
51001006036	berbeda-1	berbeda		False	True	False	False
51001006037	,-2	,		True	False	False	False
51001006038	sama-1	sama		False	True	False	False
51001006039	seperti-1	seperti		False	True	False	False
51001006040	kalian-2	kalian		False	True	False	False
51001006041	yang-2	yang		False	True	False	False
51001006042	telah-2	telah		False	True	False	False
51001006043	hidup-2	hidup		False	True	False	False
51001006044	dengan-2	dengan		False	True	False	False
51001006045	cara-2	cara		False	True	False	False
51001006046	yang-3	yang		False	True	False	False
51001006047	berbeda-2	berbeda		False	True	False	False
51001006048	sejak-1	sejak		False	True	False	False
51001006049	kalian-3	kalian		False	True	False	False
51001006050	pertama-1	pertama		False	True	False	False
51001006051	kali-1	kali		False	True	False	False
51001006052	mendengar-3	mendengar		False	True	False	False
51001006053	dan-3	dan		False	True	False	False
51001006054	telah-3	telah		False	True	False	False
51001006055	mengalami-1	mengalami		False	True	False	False
51001006056	bagaimana-1	bagaimana		False	True	False	False
51001006057	Allah-1	Allah		False	True	False	False
51001006058	bertindak-1	bertindak		False	True	False	False
51001006059	dengan-3	dengan		False	True	False	False
51001006060	baik-2	baik		False	True	False	False
51001006061	terhadap-1	terhadap		False	True	False	False
51001006062	kita-1	kita		False	True	False	False
51001006063	dalam-1	dalam		False	True	False	False
51001006064	kebenaran-1	kebenaran		False	True	False	False
51001006065	.-2	.		True	False	False	False
51001007001	Hal-1	Hal		False	True	False	False
51001007002	inilah-1	inilah		False	True	False	False
51001007003	yang-1	yang		False	True	False	False
51001007004	Epafras-1	Epafras		False	True	False	False
51001007005	telah-1	telah		False	True	False	False
51001007006	katakan-1	katakan		False	True	False	False
51001007007	kepada-1	kepada		False	True	False	False
51001007008	kalian-1	kalian		False	True	False	False
51001007009	{-1	{		True	False	False	False
51001007010	yang-2	yang		False	True	False	False
51001007011	akan-1	akan		False	True	False	False
51001007012	terjadi-1	terjadi		False	True	False	False
51001007013	}-1	}		True	False	False	False
51001007014	.-1	.		True	False	False	False
51001007015	Ia-1	Ia		False	True	False	False
51001007016	melayani-1	melayani		False	True	False	False
51001007017	bersama-1	bersama		False	True	False	False
51001007018	kami-1	kami		False	True	False	False
51001007019	untuk-1	untuk		False	True	False	False
51001007020	Mesias-1	Mesias		False	True	False	False
51001007021	,-1	,		True	False	False	False
51001007022	dan-1	dan		False	True	False	False
51001007023	kami-2	kami		False	True	False	False
51001007024	mengasihinya-1	mengasihinya		False	True	False	False
51001007025	.-2	.		True	False	False	False
51001007026	Ia-2	Ia		False	True	False	False
51001007027	dengan-1	dengan		False	True	False	False
51001007028	setia-1	setia		False	True	False	False
51001007029	melayani-2	melayani		False	True	False	False
51001007030	Mesias-2	Mesias		False	True	False	False
51001007031	sebagai-1	sebagai		False	True	False	False
51001007032	wakil-1	wakil		False	True	False	False
51001007033	kami-3	kami		False	True	False	False
51001007034	.-3	.		True	False	False	False
51001008001	Ia-1	Ia		False	True	False	False
51001008002	telah-1	telah		False	True	False	False
51001008003	berkata-1	berkata		False	True	False	False
51001008004	kepada-1	kepada		False	True	False	False
51001008005	kami-1	kami		False	True	False	False
51001008006	bahwa-1	bahwa		False	True	False	False
51001008007	kalian-1	kalian		False	True	False	False
51001008008	mengasihi-1	mengasihi		False	True	False	False
51001008009	{-1	{		True	False	False	False
51001008010	semua-1	semua		False	True	False	False
51001008011	umat-1	umat		False	True	False	False
51001008012	Allah-1	Allah		False	True	False	False
51001008013	}-1	}		True	False	False	False
51001008014	,-1	,		True	False	False	False
51001008015	sebagaimana-1	sebagaimana		False	True	False	False
51001008016	Roh-1	Roh		False	True	False	False
51001008017	Allah-2	Allah		False	True	False	False
51001008018	{-2	{		True	False	False	False
51001008019	telah-2	telah		False	True	False	False
51001008020	memberikan-1	memberikan		False	True	False	False
51001008021	kepada-2	kepada		False	True	False	False
51001008022	kalian-2	kalian		False	True	False	False
51001008023	kuasa-1	kuasa		False	True	False	False
51001008024	untuk-1	untuk		False	True	False	False
51001008025	melakukannya-1	melakukannya		False	True	False	False
51001008026	}-2	}		True	False	False	False
51001008027	.-1	.		True	False	False	False
51001009001	Karena-1	Karena		False	True	False	False
51001009002	segala-1	segala		False	True	False	False
51001009003	sesuatu-1	sesuatu		False	True	False	False
51001009004	yang-1	yang		False	True	False	False
51001009005	Epafras-1	Epafras		False	True	False	False
51001009006	telah-1	telah		False	True	False	False
51001009007	katakan-1	katakan		False	True	False	False
51001009008	kepada-1	kepada		False	True	False	False
51001009009	kami-1	kami		False	True	False	False
51001009010	,-1	,		True	False	False	False
51001009011	sejak-1	sejak		False	True	False	False
51001009012	waktu-1	waktu		False	True	False	False
51001009013	ia-1	ia		False	True	False	False
51001009014	pertama-1	pertama		False	True	False	False
51001009015	mengatakan-1	mengatakan		False	True	False	False
51001009016	kepada-2	kepada		False	True	False	False
51001009017	kami-2	kami		False	True	False	False
51001009018	{-1	{		True	False	False	False
51001009019	tentang-1	tentang		False	True	False	False
51001009020	kalian-1	kalian		False	True	False	False
51001009021	}-1	}		True	False	False	False
51001009022	,-2	,		True	False	False	False
51001009023	kami-3	kami		False	True	False	False
51001009024	telah-2	telah		False	True	False	False
51001009025	bergabung-1	bergabung		False	True	False	False
51001009026	dengannya-1	dengannya		False	True	False	False
51001009027	dalam-1	dalam		False	True	False	False
51001009028	doa-1	doa		False	True	False	False
51001009029	tanpa-1	tanpa		False	True	False	False
51001009030	henti-1	henti		False	True	False	False
51001009031	untuk-1	untuk		False	True	False	False
51001009032	kalian-2	kalian		False	True	False	False
51001009033	.-1	.		True	False	False	False
51001009034	{-2	{		True	False	False	False
51001009035	Ketika-1	Ketika		False	True	False	False
51001009036	kami-4	kami		False	True	False	False
51001009037	berdoa-1	berdoa		False	True	False	False
51001009038	untuk-2	untuk		False	True	False	False
51001009039	kalian-3	kalian		False	True	False	False
51001009040	,-3	,		True	False	False	False
51001009041	}-2	}		True	False	False	False
51001009042	kami-5	kami		False	True	False	False
51001009043	meminta-1	meminta		False	True	False	False
51001009044	Allah-1	Allah		False	True	False	False
51001009045	untuk-3	untuk		False	True	False	False
51001009046	menunjukkan-1	menunjukkan		False	True	False	False
51001009047	segala-2	segala		False	True	False	False
51001009048	sesuatu-2	sesuatu		False	True	False	False
51001009049	kepada-3	kepada		False	True	False	False
51001009050	kalian-4	kalian		False	True	False	False
51001009051	yang-2	yang		False	True	False	False
51001009052	Dia-1	Dia		False	True	False	False
51001009053	ingin-1	ingin		False	True	False	False
51001009054	kalian-5	kalian		False	True	False	False
51001009055	lakukan-1	lakukan		False	True	False	False
51001009056	dan-1	dan		False	True	False	False
51001009057	{-3	{		True	False	False	False
51001009058	membuat-1	membuat		False	True	False	False
51001009059	kalian-6	kalian		False	True	False	False
51001009060	}-3	}		True	False	False	False
51001009061	mampu-1	mampu		False	True	False	False
51001009062	memahami-1	memahami		False	True	False	False
51001009063	segala-3	segala		False	True	False	False
51001009064	sesuatu-3	sesuatu		False	True	False	False
51001009065	yang-3	yang		False	True	False	False
51001009066	Roh-1	Roh		False	True	False	False
51001009067	Allah-2	Allah		False	True	False	False
51001009068	{-4	{		True	False	False	False
51001009069	ajarkan-1	ajarkan		False	True	False	False
51001009070	kepada-4	kepada		False	True	False	False
51001009071	kalian-7	kalian		False	True	False	False
51001009072	}-4	}		True	False	False	False
51001009073	.-2	.		True	False	False	False
51001010001	{-1	{		True	False	False	False
51001010002	Kami-1	Kami		False	True	False	False
51001010003	telah-1	telah		False	True	False	False
51001010004	berdoa-1	berdoa		False	True	False	False
51001010005	supaya-1	supaya		False	True	False	False
51001010006	kalian-1	kalian		False	True	False	False
51001010007	mengetahui-1	mengetahui		False	True	False	False
51001010008	apa-1	apa		False	True	False	False
51001010009	yang-1	yang		False	True	False	False
51001010010	Allah-1	Allah		False	True	False	False
51001010011	kehendaki-1	kehendaki		False	True	False	False
51001010012	}-1	}		True	False	False	False
51001010013	sehingga-1	sehingga		False	True	False	False
51001010014	kalian-2	kalian		False	True	False	False
51001010015	dapat-1	dapat		False	True	False	False
51001010016	hidup-1	hidup		False	True	False	False
51001010017	dengan-1	dengan		False	True	False	False
51001010018	cara-1	cara		False	True	False	False
51001010019	yang-2	yang		False	True	False	False
51001010020	memuliakan-1	memuliakan		False	True	False	False
51001010021	Tuhan-1	Tuhan		False	True	False	False
51001010022	dan-1	dan		False	True	False	False
51001010023	menyenangkan-1	menyenangkan		False	True	False	False
51001010024	--1	-		True	False	False	False
51001010025	Nya-1	Nya		False	True	False	False
51001010026	dalam-1	dalam		False	True	False	False
51001010027	segala-1	segala		False	True	False	False
51001010028	hal-1	hal		False	True	False	False
51001010029	.-1	.		True	False	False	False
51001010030	{-2	{		True	False	False	False
51001010031	Ketika-1	Ketika		False	True	False	False
51001010032	kalian-3	kalian		False	True	False	False
51001010033	hidup-2	hidup		False	True	False	False
51001010034	seperti-1	seperti		False	True	False	False
51001010035	ini-1	ini		False	True	False	False
51001010036	,-1	,		True	False	False	False
51001010037	kalian-4	kalian		False	True	False	False
51001010038	akan-1	akan		False	True	False	False
51001010039	}-2	}		True	False	False	False
51001010040	melakukan-1	melakukan		False	True	False	False
51001010041	segala-2	segala		False	True	False	False
51001010042	macam-1	macam		False	True	False	False
51001010043	hal-2	hal		False	True	False	False
51001010044	yang-3	yang		False	True	False	False
51001010045	baik-1	baik		False	True	False	False
51001010046	dan-2	dan		False	True	False	False
51001010047	terus-1	terus		False	True	False	False
51001010048	--2	-		True	False	False	False
51001010049	menerus-1	menerus		False	True	False	False
51001010050	mengenal-1	mengenal		False	True	False	False
51001010051	Allah-2	Allah		False	True	False	False
51001010052	dengan-2	dengan		False	True	False	False
51001010053	lebih-1	lebih		False	True	False	False
51001010054	baik-2	baik		False	True	False	False
51001010055	.-2	.		True	False	False	False
51001011001	{-1	{		True	False	False	False
51001011002	Ketika-1	Ketika		False	True	False	False
51001011003	kalian-1	kalian		False	True	False	False
51001011004	hidup-1	hidup		False	True	False	False
51001011005	seperti-1	seperti		False	True	False	False
51001011006	ini-1	ini		False	True	False	False
51001011007	,-1	,		True	False	False	False
51001011008	}-1	}		True	False	False	False
51001011009	Allah-1	Allah		False	True	False	False
51001011010	akan-1	akan		False	True	False	False
51001011011	sangat-1	sangat		False	True	False	False
51001011012	menguatkan-1	menguatkan		False	True	False	False
51001011013	kalian-2	kalian		False	True	False	False
51001011014	untuk-1	untuk		False	True	False	False
51001011015	mampu-1	mampu		False	True	False	False
51001011016	bertahan-1	bertahan		False	True	False	False
51001011017	dengan-1	dengan		False	True	False	False
51001011018	sabar-1	sabar		False	True	False	False
51001011019	dalam-1	dalam		False	True	False	False
51001011020	segala-1	segala		False	True	False	False
51001011021	situasi-1	situasi		False	True	False	False
51001011022	,-2	,		True	False	False	False
51001011023	dan-1	dan		False	True	False	False
51001011024	melakukannya-1	melakukannya		False	True	False	False
51001011025	dengan-2	dengan		False	True	False	False
51001011026	sukacita-1	sukacita		False	True	False	False
51001011027	.-1	.		True	False	False	False
51001011028	Allah-2	Allah		False	True	False	False
51001011029	bisa-1	bisa		False	True	False	False
51001011030	sangat-2	sangat		False	True	False	False
51001011031	menguatkan-2	menguatkan		False	True	False	False
51001011032	kalian-3	kalian		False	True	False	False
51001011033	,-3	,		True	False	False	False
51001011034	karena-1	karena		False	True	False	False
51001011035	Dia-1	Dia		False	True	False	False
51001011036	sangat-3	sangat		False	True	False	False
51001011037	agung-1	agung		False	True	False	False
51001011038	kuasa-1	kuasa		False	True	False	False
51001011039	--1	-		True	False	False	False
51001011040	Nya-1	Nya		False	True	False	False
51001011041	.-2	.		True	False	False	False
51001012001	{-1	{		True	False	False	False
51001012002	Kemudian-1	Kemudian		False	True	False	False
51001012003	kalian-1	kalian		False	True	False	False
51001012004	akan-1	akan		False	True	False	False
51001012005	senantiasa-1	senantiasa		False	True	False	False
51001012006	}-1	}		True	False	False	False
51001012007	mengucap-1	mengucap		False	True	False	False
51001012008	syukur-1	syukur		False	True	False	False
51001012009	kepada-1	kepada		False	True	False	False
51001012010	{-2	{		True	False	False	False
51001012011	Allah-1	Allah		False	True	False	False
51001012012	,-1	,		True	False	False	False
51001012013	Bapa-1	Bapa		False	True	False	False
51001012014	kita-1	kita		False	True	False	False
51001012015	}-2	}		True	False	False	False
51001012016	,-2	,		True	False	False	False
51001012017	{-3	{		True	False	False	False
51001012018	karena-1	karena		False	True	False	False
51001012019	}-3	}		True	False	False	False
51001012020	Ia-1	Ia		False	True	False	False
51001012021	telah-1	telah		False	True	False	False
51001012022	membuat-1	membuat		False	True	False	False
51001012023	kalian-2	kalian		False	True	False	False
51001012024	layak-1	layak		False	True	False	False
51001012025	untuk-1	untuk		False	True	False	False
51001012026	mengambil-1	mengambil		False	True	False	False
51001012027	bagian-1	bagian		False	True	False	False
51001012028	dalam-1	dalam		False	True	False	False
51001012029	segala-1	segala		False	True	False	False
51001012030	sesuatu-1	sesuatu		False	True	False	False
51001012031	yang-1	yang		False	True	False	False
51001012032	akan-2	akan		False	True	False	False
51001012033	Dia-1	Dia		False	True	False	False
51001012034	berikan-1	berikan		False	True	False	False
51001012035	kepada-2	kepada		False	True	False	False
51001012036	umat-1	umat		False	True	False	False
51001012037	--1	-		True	False	False	False
51001012038	Nya-1	Nya		False	True	False	False
51001012039	,-3	,		True	False	False	False
51001012040	ketika-1	ketika		False	True	False	False
51001012041	mereka-1	mereka		False	True	False	False
51001012042	bersama-1	bersama		False	True	False	False
51001012043	dengan-1	dengan		False	True	False	False
51001012044	Dia-2	Dia		False	True	False	False
51001012045	.-1	.		True	False	False	False
51001013001	Allah-1	Allah		False	True	False	False
51001013002	,-1	,		True	False	False	False
51001013003	Bapa-1	Bapa		False	True	False	False
51001013004	kita-1	kita		False	True	False	False
51001013005	,-2	,		True	False	False	False
51001013006	telah-1	telah		False	True	False	False
51001013007	melepaskan-1	melepaskan		False	True	False	False
51001013008	kita-2	kita		False	True	False	False
51001013009	dari-1	dari		False	True	False	False
51001013010	si-1	si		False	True	False	False
51001013011	jahat-1	jahat		False	True	False	False
51001013012	,-3	,		True	False	False	False
51001013013	yang-1	yang		False	True	False	False
51001013014	dahulu-1	dahulu		False	True	False	False
51001013015	menguasai-1	menguasai		False	True	False	False
51001013016	kita-3	kita		False	True	False	False
51001013017	,-4	,		True	False	False	False
51001013018	dan-1	dan		False	True	False	False
51001013019	telah-2	telah		False	True	False	False
51001013020	menyerahkan-1	menyerahkan		False	True	False	False
51001013021	kita-4	kita		False	True	False	False
51001013022	kepada-1	kepada		False	True	False	False
51001013023	Anak-1	Anak		False	True	False	False
51001013024	--1	-		True	False	False	False
51001013025	Nya-1	Nya		False	True	False	False
51001013026	yang-2	yang		False	True	False	False
51001013027	dikasihi-1	dikasihi		False	True	False	False
51001013028	--2	-		True	False	False	False
51001013029	Nya-2	Nya		False	True	False	False
51001013030	,-5	,		True	False	False	False
51001013031	sehingga-1	sehingga		False	True	False	False
51001013032	kita-5	kita		False	True	False	False
51001013033	sekarang-1	sekarang		False	True	False	False
51001013034	dapat-1	dapat		False	True	False	False
51001013035	menaati-1	menaati		False	True	False	False
51001013036	Anak-2	Anak		False	True	False	False
51001013037	--3	-		True	False	False	False
51001013038	Nya-3	Nya		False	True	False	False
51001013039	.-1	.		True	False	False	False
51001014001	Karena-1	Karena		False	True	False	False
51001014002	kita-1	kita		False	True	False	False
51001014003	telah-1	telah		False	True	False	False
51001014004	disatukan-1	disatukan		False	True	False	False
51001014005	dengan-1	dengan		False	True	False	False
51001014006	Anak-1	Anak		False	True	False	False
51001014007	--1	-		True	False	False	False
51001014008	Nya-1	Nya		False	True	False	False
51001014009	,-1	,		True	False	False	False
51001014010	Allah-1	Allah		False	True	False	False
51001014011	telah-2	telah		False	True	False	False
51001014012	memerdekakan-1	memerdekakan		False	True	False	False
51001014013	kita-2	kita		False	True	False	False
51001014014	;-1	;		True	False	False	False
51001014015	{-1	{		True	False	False	False
51001014016	yaitu-1	yaitu		False	True	False	False
51001014017	,-2	,		True	False	False	False
51001014018	}-1	}		True	False	False	False
51001014019	Ia-1	Ia		False	True	False	False
51001014020	telah-3	telah		False	True	False	False
51001014021	mengampuni-1	mengampuni		False	True	False	False
51001014022	dosa-1	dosa		False	True	False	False
51001014023	--2	-		True	False	False	False
51001014024	dosa-2	dosa		False	True	False	False
51001014025	kita-3	kita		False	True	False	False
51001014026	.-1	.		True	False	False	False
51001015001	Anak-1	Anak		False	True	False	False
51001015002	Allah-1	Allah		False	True	False	False
51001015003	menyatakan-1	menyatakan		False	True	False	False
51001015004	dengan-1	dengan		False	True	False	False
51001015005	sempurna-1	sempurna		False	True	False	False
51001015006	siapa-1	siapa		False	True	False	False
51001015007	Allah-2	Allah		False	True	False	False
51001015008	itu-1	itu		False	True	False	False
51001015009	,-1	,		True	False	False	False
51001015010	meskipun-1	meskipun		False	True	False	False
51001015011	tidak-1	tidak		False	True	False	False
51001015012	seorang-1	seorang		False	True	False	False
51001015013	pun-1	pun		False	True	False	False
51001015014	dapat-1	dapat		False	True	False	False
51001015015	melihat-1	melihat		False	True	False	False
51001015016	Allah-3	Allah		False	True	False	False
51001015017	.-1	.		True	False	False	False
51001015018	Anak-2	Anak		False	True	False	False
51001015019	itu-2	itu		False	True	False	False
51001015020	telah-1	telah		False	True	False	False
51001015021	ada-1	ada		False	True	False	False
