id	altId	text	transType	isPunc	isPrimary	skipSpaceAfter
40001004003	से-1	से	a	False	False	
40001004004	अम्मीनादाब-1	अम्मीनादाब	k	False	True	
40001004005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001004006	हुआ-1	हुआ	k	False	False	True
40001004007	,-1	,		True	False	
40001004008	और-2	और	k	False	True	
40001004009	अम्मीनादाब-2	अम्मीनादाब	k	False	True	
40001004010	से-2	से	a	False	False	
40001004011	नहशोन-1	नहशोन	k	False	True	
40001004012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001004013	हुआ-2	हुआ	k	False	False	True
40001004014	,-2	,		True	False	
40001004015	और-2	और	k	False	True	
40001004016	नहशोन-2	नहशोन	k	False	True	
40001004017	से-2	से	a	False	False	
40001004018	सलमोन-1	सलमोन	k	False	True	
40001004019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001004020	हुआ-2	हुआ	k	False	False	True
40001004021	,-2	,		True	False	
40001005001	और-1	और	k	False	True	
40001005002	सलमोन-1	सलमोन	k	False	True	
40001005003	से-1	से	a	False	False	
40001005004	राहब-1	राहब	k	False	True	
40001005005	के-1	के	m	False	False	
40001005006	द्वारा-1	द्वारा	k	False	True	
40001005007	बोअज़-1	बोअज़	k	False	True	
40001005008	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001005009	हुआ-1	हुआ	k	False	False	True
40001005010	,-1	,		True	False	
40001005011	और-2	और	k	False	True	
40001005012	बोअज़-2	बोअज़	k	False	True	
40001005013	से-2	से	a	False	False	
40001005014	रूत-1	रूत	k	False	True	
40001005015	के-2	के	m	False	False	
40001005016	द्वारा-2	द्वारा	k	False	True	
40001005017	ओबेद-1	ओबेद	k	False	True	
40001005018	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001005019	हुआ-2	हुआ	k	False	False	True
40001005020	,-2	,		True	False	
40001005021	और-2	और	k	False	True	
40001005022	ओबेद-2	ओबेद	k	False	True	
40001005023	से-2	से	a	False	False	
40001005024	यिशै-1	यिशै	k	False	True	
40001005025	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001005026	हुआ-2	हुआ	k	False	False	True
40001005027	,-2	,		True	False	
40001006001	और-1	और	k	False	True	
40001006002	यिशै-1	यिशै	k	False	True	
40001006003	से-1	से	a	False	False	
40001006004	राजा-1	राजा	k	False	True	
40001006005	दाऊद-1	दाऊद	k	False	True	
40001006006	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001006007	हुआ-1	हुआ	k	False	False	True
40001006008	।-1	।		False	False	
40001006009	दाऊद-2	दाऊद	k	False	True	
40001006010	से-2	से	a	False	False	
40001006011	उरिय्याह-1	उरिय्याह	k	False	True	
40001006012	की-1	की	m	False	False	
40001006013	पत्‍नी-1	पत्‍नी	s	False	True	
40001006014	के-1	के	a	False	False	
40001006015	द्वारा-1	द्वारा	k	False	True	
40001006016	सुलैमान-1	सुलैमान	k	False	True	
40001006017	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001006018	हुआ-2	हुआ	k	False	False	True
40001006019	,-1	,		True	False	
40001007001	और-1	और	k	False	True	
40001007002	सुलैमान-1	सुलैमान	k	False	True	
40001007003	से-1	से	a	False	False	
40001007004	रहबाम-1	रहबाम	k	False	True	
40001007005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001007006	हुआ-1	हुआ	k	False	False	True
40001007007	,-1	,		True	False	
40001007008	और-2	और	k	False	True	
40001007009	रहबाम-2	रहबाम	k	False	True	
40001007010	से-2	से	a	False	False	
40001007011	अबिय्याह-1	अबिय्याह	k	False	True	
40001007012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001007013	हुआ-2	हुआ	k	False	False	True
40001007014	,-2	,		True	False	
40001007015	और-2	और	k	False	True	
40001007016	अबिय्याह-2	अबिय्याह	k	False	True	
40001007017	से-2	से	a	False	False	
40001007018	आसा-1	आसा	k	False	True	
40001007019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001007020	हुआ-2	हुआ	k	False	False	True
40001007021	,-2	,		True	False	
40001008001	और-1	और	k	False	True	
40001008002	आसा-1	आसा	k	False	True	
40001008003	से-1	से	a	False	False	
40001008004	यहोशापात-1	यहोशापात	k	False	True	
40001008005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001008006	हुआ-1	हुआ	k	False	False	True
40001008007	,-1	,		True	False	
40001008008	और-2	और	k	False	True	
40001008009	यहोशापात-2	यहोशापात	k	False	True	
40001008010	से-2	से	a	False	False	
40001008011	योराम-1	योराम	k	False	True	
40001008012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001008013	हुआ-2	हुआ	k	False	False	True
40001008014	,-2	,		True	False	
40001008015	और-2	और	k	False	True	
40001008016	योराम-2	योराम	k	False	True	
40001008017	से-2	से	a	False	False	
40001008018	उज्‍जियाह-1	उज्‍जियाह	k	False	True	
40001008019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001008020	हुआ-2	हुआ	k	False	False	True
40001008021	,-2	,		True	False	
40001009001	और-1	और	k	False	True	
40001009002	उज्‍जियाह-1	उज्‍जियाह	k	False	True	
40001009003	से-1	से	a	False	False	
40001009004	योताम-1	योताम	k	False	True	
40001009005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001009006	हुआ-1	हुआ	k	False	False	True
40001009007	,-1	,		True	False	
40001009008	और-2	और	k	False	True	
40001009009	योताम-2	योताम	k	False	True	
40001009010	से-2	से	a	False	False	
40001009011	आहाज-1	आहाज	k	False	True	
40001009012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001009013	हुआ-2	हुआ	k	False	False	True
40001009014	,-2	,		True	False	
40001009015	और-2	और	k	False	True	
40001009016	आहाज-2	आहाज	k	False	True	
40001009017	से-2	से	a	False	False	
40001009018	हिजकिय्याह-1	हिजकिय्याह	k	False	True	
40001009019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001009020	हुआ-2	हुआ	k	False	False	True
40001009021	,-2	,		True	False	
40001010001	और-1	और	k	False	True	
40001010002	हिजकिय्याह-1	हिजकिय्याह	k	False	True	
40001010003	से-1	से	a	False	False	
40001010004	मनश्शे-1	मनश्शे	k	False	True	
40001010005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001010006	हुआ-1	हुआ	k	False	False	True
40001010007	,-1	,		True	False	
40001010008	और-2	और	k	False	True	
40001010009	मनश्शे-2	मनश्शे	k	False	True	
40001010010	से-2	से	a	False	False	
40001010011	आमोन-1	आमोन	k	False	True	
40001010012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001010013	हुआ-2	हुआ	k	False	False	True
40001010014	,-2	,		True	False	
40001010015	और-2	और	k	False	True	
40001010016	आमोन-2	आमोन	k	False	True	
40001010017	से-2	से	a	False	False	
40001010018	योशिय्याह-1	योशिय्याह	k	False	True	
40001010019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001010020	हुआ-2	हुआ	k	False	False	True
40001010021	,-2	,		True	False	
40001011001	और-1	और	k	False	True	
40001011002	बेबीलोन-1	बेबीलोन	k	False	True	
40001011003	निर्वासन-1	निर्वासन	k	False	True	
40001011004	में-1	में	a	False	False	
40001011005	जाने-1	जाने	a	False	False	
40001011006	के-1	के	a	False	False	
40001011007	समय-1	समय	k	False	True	
40001011008	योशिय्याह-1	योशिय्याह	k	False	True	
40001011009	से-1	से	a	False	False	
40001011010	यकुन्याह-1	यकुन्याह	k	False	True	
40001011011	और-2	और	k	False	True	
40001011012	उसके-1	उसके	k	False	True	
40001011013	भाई-1	भाई	k	False	True	
40001011014	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001011015	हुए-1	हुए	k	False	False	True
40001011016	।-1	।		False	False	
40001012001	बेबीलोन-1	बेबीलोन	k	False	True	
40001012002	निर्वासन-1	निर्वासन	k	False	True	
40001012003	के-1	के	a	False	False	
40001012004	बाद-1	बाद	k	False	True	
40001012005	यकुन्याह-1	यकुन्याह	k	False	True	
40001012006	से-1	से	a	False	False	
40001012007	शालतिएल-1	शालतिएल	k	False	True	
40001012008	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001012009	हुआ-1	हुआ	k	False	False	True
40001012010	,-1	,		True	False	
40001012011	और-1	और	k	False	True	
40001012012	शालतिएल-2	शालतिएल	k	False	True	
40001012013	से-2	से	a	False	False	
40001012014	जरुब्बाबिल-1	जरुब्बाबिल	k	False	True	
40001012015	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001012016	हुआ-2	हुआ	k	False	False	True
40001012017	,-2	,		True	False	
40001013001	और-1	और	k	False	True	
40001013002	जरुब्बाबिल-1	जरुब्बाबिल	k	False	True	
40001013003	से-1	से	a	False	False	
40001013004	अबीहूद-1	अबीहूद	k	False	True	
40001013005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001013006	हुआ-1	हुआ	k	False	False	True
40001013007	,-1	,		True	False	
40001013008	और-2	और	k	False	True	
40001013009	अबीहूद-2	अबीहूद	k	False	True	
40001013010	से-2	से	a	False	False	
40001013011	एल्याकीम-1	एल्याकीम	k	False	True	
40001013012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001013013	हुआ-2	हुआ	k	False	False	True
40001013014	,-2	,		True	False	
40001013015	और-2	और	k	False	True	
40001013016	एल्याकीम-2	एल्याकीम	k	False	True	
40001013017	से-2	से	a	False	False	
40001013018	अज़ोर-1	अज़ोर	k	False	True	
40001013019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001013020	हुआ-2	हुआ	k	False	False	True
40001013021	,-2	,		True	False	
40001014001	और-1	और	k	False	True	
40001014002	अज़ोर-1	अज़ोर	k	False	True	
40001014003	से-1	से	a	False	False	
40001014004	सदोक-1	सदोक	k	False	True	
40001014005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001014006	हुआ-1	हुआ	k	False	False	True
40001014007	,-1	,		True	False	
40001014008	और-2	और	k	False	True	
40001014009	सदोक-2	सदोक	k	False	True	
40001014010	से-2	से	a	False	False	
40001014011	अखीम-1	अखीम	k	False	True	
40001014012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001014013	हुआ-2	हुआ	k	False	False	True
40001014014	,-2	,		True	False	
40001014015	और-2	और	k	False	True	
40001014016	अखीम-2	अखीम	k	False	True	
40001014017	से-2	से	a	False	False	
40001014018	इलीहूद-1	इलीहूद	k	False	True	
40001014019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001014020	हुआ-2	हुआ	k	False	False	True
40001014021	,-2	,		True	False	
40001015001	और-1	और	k	False	True	
40001015002	इलीहूद-1	इलीहूद	k	False	True	
40001015003	से-1	से	a	False	False	
40001015004	एलीआज़ार-1	एलीआज़ार	k	False	True	
40001015005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001015006	हुआ-1	हुआ	k	False	False	True
40001015007	,-1	,		True	False	
40001015008	और-2	और	k	False	True	
40001015009	एलीआज़ार-2	एलीआज़ार	k	False	True	
40001015010	से-2	से	a	False	False	
40001015011	मत्तान-1	मत्तान	k	False	True	
40001015012	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001015013	हुआ-2	हुआ	k	False	False	True
40001015014	,-2	,		True	False	
40001015015	और-2	और	k	False	True	
40001015016	मत्तान-2	मत्तान	k	False	True	
40001015017	से-2	से	a	False	False	
40001015018	याकूब-1	याकूब	k	False	True	
40001015019	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001015020	हुआ-2	हुआ	k	False	False	True
40001015021	,-2	,		True	False	
40001016001	और-1	और	k	False	True	
40001016002	याकूब-1	याकूब	k	False	True	
40001016003	से-1	से	a	False	False	
40001016004	यूसुफ-1	यूसुफ	k	False	True	
40001016005	उत्पन्‍न‍-1	उत्पन्‍न‍	k	False	True	
40001016006	हुआ-1	हुआ	k	False	False	
40001016007	जो-1	जो	k	False	True	
40001016008	मरियम-1	मरियम	k	False	True	
40001016009	का-1	का	m	False	False	
40001016010	पति-1	पति	k	False	True	
40001016011	था-1	था	a	False	False	True
40001016012	,-1	,		True	False	
40001016013	और-2	और	a	False	False	
40001016014	मरियम-2	मरियम	s	False	True	
40001016015	से-2	से	k	False	True	
40001016016	यीशु-1	यीशु	k	False	True	
40001016017	उत्पन्‍न‍-2	उत्पन्‍न‍	k	False	True	
40001016018	हुआ-2	हुआ	k	False	False	
40001016019	जो-2	जो	k	False	True	
40001016020	मसीह-1	मसीह	k	False	True	
40001016021	कहलाता-1	कहलाता	k	False	True	
40001016022	है-1	है	m	False	False	True
40001016023	।-1	।		False	False	
40001017001	इस-1	इस	k	False	True	
40001017002	प्रकार-1	प्रकार	k	False	False	
40001017003	अब्राहम-1	अब्राहम	k	False	True	
40001017004	से-1	से	k	False	True	
40001017005	दाऊद-1	दाऊद	k	False	True	
40001017006	तक-1	तक	k	False	True	
40001017007	चौदह-1	चौदह	k	False	True	
40001017008	पीढ़ियाँ-1	पीढ़ियाँ	k	False	True	True
40001017009	,-1	,		True	False	
40001017010	और-1	और	k	False	True	
40001017011	दाऊद-2	दाऊद	k	False	True	
40001017012	से-2	से	k	False	True	
40001017013	बेबीलोन-1	बेबीलोन	k	False	True	
40001017014	निर्वासन-1	निर्वासन	k	False	True	
40001017015	तक-2	तक	k	False	True	
40001017016	चौदह-2	चौदह	k	False	True	
40001017017	पीढ़ियाँ-2	पीढ़ियाँ	k	False	True	True
40001017018	,-2	,		True	False	
40001017019	और-2	और	k	False	True	
40001017020	बेबीलोन-2	बेबीलोन	k	False	True	
40001017021	निर्वासन-2	निर्वासन	k	False	True	
40001017022	से-2	से	k	False	True	
40001017023	मसीह-1	मसीह	k	False	True	
40001017024	तक-2	तक	k	False	True	
40001017025	चौदह-2	चौदह	k	False	True	
40001017026	पीढ़ियाँ-2	पीढ़ियाँ	k	False	True	
40001017027	हुईं-1	हुईं	a	False	False	True
40001017028	।-1	।		False	False	
40001018001	अब-1	अब	k	False	True	
40001018002	यीशु-1	यीशु	k	False	True	
40001018003	मसीह-1	मसीह	k	False	True	
40001018004	का-1	का	m	False	False	
40001018005	जन्म-1	जन्म	k	False	True	
40001018006	इस-1	इस	k	False	True	
40001018007	प्रकार-1	प्रकार	k	False	False	
40001018008	हुआ-1	हुआ	k	False	True	True
40001018009	:-1	:		True	False	
40001018010	उसकी-1	उसकी	k	False	True	
40001018011	माता-1	माता	k	False	True	
40001018012	मरियम-1	मरियम	k	False	True	
40001018013	की-1	की	m	False	False	
40001018014	मँगनी-1	मँगनी	k	False	True	
40001018015	यूसुफ-1	यूसुफ	k	False	True	
40001018016	से-1	से	m	False	False	
40001018017	हुई-1	हुई	k	False	False	True
40001018018	,-1	,		True	False	
40001018019	पर-1	पर	k	False	True	
40001018020	उनके-1	उनके	k	False	True	
40001018021	एक-1	एक	k	False	True	
40001018022	साथ-1	साथ	k	False	False	
40001018023	होने-1	होने	k	False	False	
40001018024	से-2	से	m	False	False	
40001018025	पहले-1	पहले	k	False	True	
40001018026	वह-1	वह	m	False	False	
40001018027	पवित्र-1	पवित्र	k	False	True	
40001018028	आत्मा-1	आत्मा	k	False	True	
40001018029	की-2	की	m	False	False	
40001018030	ओर-1	ओर	k	False	True	
40001018031	से-2	से	k	False	False	
40001018032	गर्भवती-1	गर्भवती	k	False	True	
40001018033	पाई-1	पाई	k	False	True	
40001018034	गई-1	गई	k	False	True	True
40001018035	।-1	।		False	False	
40001019001	परंतु-1	परंतु	k	False	True	
40001019002	उसके-1	उसके	k	False	True	
40001019003	मँगेतर-1	मँगेतर	d	False	True	
40001019004	यूसुफ-1	यूसुफ	k	False	True	
40001019005	ने-1	ने	m	False	False	True
40001019006	,-1	,		True	False	
40001019007	जो-1	जो	a	False	False	
40001019008	एक-1	एक	a	False	False	
40001019009	धर्मी-1	धर्मी	k	False	True	
40001019010	व्यक्‍ति-1	व्यक्‍ति	a	False	False	
40001019011	था-1	था	k	False	True	
40001019012	और-1	और	k	False	True	
40001019013	उसे-1	उसे	k	False	True	
40001019014	बदनाम-1	बदनाम	k	False	True	
40001019015	करना-1	करना	k	False	False	
40001019016	नहीं-1	नहीं	k	False	True	
40001019017	चाहता-1	चाहता	k	False	True	
40001019018	था-2	था	m	False	False	True
40001019019	,-2	,		True	False	
40001019020	उसे-2	उसे	k	False	True	
40001019021	चुपके-1	चुपके	k	False	True	
40001019022	से-1	से	k	False	False	
40001019023	त्याग-1	त्याग	k	False	True	
40001019024	देने-1	देने	k	False	False	
40001019025	का-1	का	m	False	False	
40001019026	विचार-1	विचार	k	False	True	
40001019027	किया-1	किया	k	False	False	True
40001019028	।-1	।		False	False	
40001020001	जब-1	जब	d	False	True	
40001020002	वह-1	वह	k	False	True	
40001020003	इन-1	इन	k	False	True	
40001020004	बातों-1	बातों	a	False	False	
40001020005	पर-1	पर	a	False	False	
40001020006	विचार-1	विचार	k	False	True	
40001020007	कर-1	कर	k	False	False	
40001020008	ही-1	ही	m	False	False	
40001020009	रहा-1	रहा	m	False	False	
40001020010	था-1	था	m	False	False	
40001020011	तो-1	तो	a	False	False	
40001020012	देखो-1	देखो	k	False	True	True
40001020013	,-1	,		True	False	
40001020014	प्रभु-1	प्रभु	k	False	True	
40001020015	के-1	के	m	False	False	
40001020016	एक-1	एक	m	False	False	
40001020017	स्वर्गदूत-1	स्वर्गदूत	k	False	True	
40001020018	ने-1	ने	m	False	False	
40001020019	उसे-1	उसे	k	False	True	
40001020020	स्वप्न-1	स्वप्न	k	False	True	
40001020021	में-1	में	k	False	True	
40001020022	दिखाई-1	दिखाई	k	False	True	
40001020023	देकर-1	देकर	k	False	False	
40001020024	कहा-1	कहा	k	False	True	True
40001020025	,-2	,		True	False	
40001020026	“-1	“		True	False	True
40001020027	हे-1	हे	m	False	False	
40001020028	यूसुफ-1	यूसुफ	k	False	True	True
40001020029	,-2	,		True	False	
40001020030	दाऊद-1	दाऊद	k	False	True	
40001020031	की-1	की	m	False	False	
40001020032	संतान-1	संतान	k	False	True	True
40001020033	!-1	!		True	False	
40001020034	तू-1	तू	m	False	False	
40001020035	मरियम-1	मरियम	k	False	True	
40001020036	को-1	को	m	False	False	
40001020037	अपनी-1	अपनी	k	False	True	
40001020038	पत्‍नी-1	पत्‍नी	k	False	True	
40001020039	स्वीकार-1	स्वीकार	k	False	True	
40001020040	करने-1	करने	k	False	False	
40001020041	से-1	से	m	False	False	
40001020042	मत-1	मत	k	False	True	
40001020043	डर-1	डर	k	False	True	True
40001020044	,-2	,		True	False	
40001020045	क्योंकि-1	क्योंकि	k	False	True	
40001020046	जो-1	जो	k	False	True	
40001020047	उसके-1	उसके	k	False	True	
40001020048	गर्भ-1	गर्भ	k	False	True	
40001020049	में-2	में	k	False	True	
40001020050	है-1	है	k	False	False	True
40001020051	,-2	,		True	False	
40001020052	वह-2	वह	m	False	False	
40001020053	पवित्र-1	पवित्र	k	False	True	
40001020054	आत्मा-1	आत्मा	k	False	True	
40001020055	की-2	की	m	False	False	
40001020056	ओर-1	ओर	k	False	True	
40001020057	से-2	से	k	False	False	
40001020058	है-2	है	k	False	True	True
40001020059	।-1	।		False	False	
40001021001	वह-1	वह	m	False	False	
40001021002	एक-1	एक	m	False	False	
40001021003	पुत्र-1	पुत्र	k	False	True	
40001021004	को-1	को	m	False	False	
40001021005	जन्म-1	जन्म	k	False	True	
40001021006	देगी-1	देगी	k	False	False	
40001021007	और-1	और	k	False	True	
40001021008	तू-1	तू	m	False	False	
40001021009	उसका-1	उसका	k	False	True	
40001021010	नाम-1	नाम	k	False	True	
40001021011	यीशु-1	यीशु	k	False	True	
40001021012	रखना-1	रखना	k	False	True	True
40001021013	,-1	,		True	False	
40001021014	क्योंकि-1	क्योंकि	k	False	True	
40001021015	वह-2	वह	k	False	True	
40001021016	अपने-1	अपने	k	False	True	
40001021017	लोगों-1	लोगों	k	False	True	
40001021018	का-1	का	a	False	False	
40001021019	उनके-1	उनके	k	False	True	
40001021020	पापों-1	पापों	k	False	True	
40001021021	से-1	से	k	False	True	
40001021022	उद्धार-1	उद्धार	k	False	True	
40001021023	करेगा-1	करेगा	k	False	False	True
40001021024	।-1	।		False	False	True
40001021025	”-1	”		True	False	
40001022001	यह-1	यह	k	False	True	
40001022002	सब-1	सब	k	False	True	
40001022003	इसलिए-1	इसलिए	k	False	True	
40001022004	हुआ-1	हुआ	k	False	True	
40001022005	कि-1	कि	k	False	False	
40001022006	प्रभु-1	प्रभु	k	False	True	
40001022007	का-1	का	m	False	False	
40001022008	वह-1	वह	k	False	True	
40001022009	वचन-1	वचन	k	False	True	
40001022010	जो-1	जो	k	False	True	
40001022011	भविष्यवक्‍ता-1	भविष्यवक्‍ता	k	False	True	
40001022012	के-1	के	m	False	False	
40001022013	द्वारा-1	द्वारा	k	False	True	
40001022014	कहा-1	कहा	k	False	True	
40001022015	गया-1	गया	m	False	False	
40001022016	था-1	था	m	False	False	True
40001022017	,-1	,		True	False	
40001022018	पूरा-1	पूरा	k	False	True	
40001022019	हो-1	हो	k	False	False	True
40001022020	:-1	:		True	False	
40001023001	“-1	“		True	False	True
40001023002	देखो-1	देखो	k	False	True	True
40001023003	,-1	,		True	False	
40001023004	एक-1	एक	m	False	False	
40001023005	कुँवारी-1	कुँवारी	k	False	True	
40001023006	गर्भवती-1	गर्भवती	k	False	True	
40001023007	होगी-1	होगी	k	False	False	
40001023008	और-1	और	k	False	True	
40001023009	एक-2	एक	m	False	False	
40001023010	पुत्र-1	पुत्र	k	False	True	
40001023011	को-1	को	m	False	False	
40001023012	जन्म-1	जन्म	k	False	True	
40001023013	देगी-1	देगी	k	False	False	True
40001023014	,-2	,		True	False	
40001023015	और-2	और	k	False	True	
40001023016	उसका-1	उसका	k	False	True	
40001023017	नाम-1	नाम	k	False	True	
40001023018	इम्मानुएल-1	इम्मानुएल	k	False	True	
40001023019	रखा-1	रखा	k	False	True	
40001023020	जाएगा-1	जाएगा	m	False	False	
40001023021	(क)-1	(क)		True	False	True
40001023022	,-2	,		True	False	
40001023023	जिसका-1	जिसका	k	False	True	
40001023024	अर्थ-1	अर्थ	k	False	True	
40001023025	है-1	है	k	False	False	True
40001023026	,-2	,		True	False	
40001023027	‘-1	‘		True	False	True
40001023028	परमेश्‍वर-1	परमेश्‍वर	k	False	True	
40001023029	हमारे-1	हमारे	k	False	True	
40001023030	साथ-1	साथ	k	False	True	True
40001023031	’-1	’		True	False	True
40001023032	।-1	।		False	False	True
40001023033	”-1	”		True	False	
40001024001	तब-1	तब	d	False	True	
40001024002	यूसुफ-1	यूसुफ	k	False	True	
40001024003	ने-1	ने	m	False	False	
40001024004	नींद-1	नींद	k	False	True	
40001024005	से-1	से	k	False	True	
40001024006	जागकर-1	जागकर	k	False	True	
40001024007	वैसा-1	वैसा	a	False	False	
40001024008	ही-1	ही	a	False	False	
40001024009	किया-1	किया	k	False	True	
40001024010	जैसा-1	जैसा	k	False	True	
40001024011	प्रभु-1	प्रभु	k	False	True	
40001024012	के-1	के	m	False	False	
40001024013	स्वर्गदूत-1	स्वर्गदूत	k	False	True	
40001024014	ने-2	ने	m	False	False	
40001024015	उसे-1	उसे	k	False	True	
40001024016	आज्ञा-1	आज्ञा	k	False	True	
40001024017	दी-1	दी	k	False	False	
40001024018	थी-1	थी	m	False	False	True
40001024019	,-1	,		True	False	
40001024020	और-1	और	k	False	True	
40001024021	उसे-2	उसे	k	False	True	
40001024022	अपनी-1	अपनी	k	False	True	
40001024023	पत्‍नी-1	पत्‍नी	k	False	True	
40001024024	स्वीकार-1	स्वीकार	a	False	False	
40001024025	करके-1	करके	a	False	False	
40001024026	ले-1	ले	k	False	True	
40001024027	आया-1	आया	k	False	False	True
40001024028	;-1	;		True	False	
40001025001	और-1	और	k	False	True	
40001025002	उसके-1	उसके	k	False	True	
40001025003	पास-1	पास	d	False	True	
40001025004	तब-1	तब	k	False	True	
40001025005	तक-1	तक	k	False	False	
40001025006	नहीं-1	नहीं	k	False	True	
40001025007	गया-1	गया	d	False	False	
40001025008	जब-1	जब	a	False	False	
40001025009	तक-2	तक	a	False	False	
40001025010	उसने-1	उसने	m	False	False	
40001025011	(क)-1	(क)		True	False	
40001025012	पुत्र-1	पुत्र	k	False	True	
40001025013	को-1	को	m	False	False	
40001025014	जन्म-1	जन्म	k	False	True	
40001025015	न-1	न	a	False	False	
40001025016	दिया-1	दिया	k	False	False	True
40001025017	;-1	;		True	False	
40001025018	और-2	और	k	False	True	
40001025019	उसने-2	उसने	m	False	False	
