id	altId	text	transType	isPunc	isPrimary	skip_space_after	exclude
51001006027	mendengarnya-1	mendengarnya		False	True	False	False
51001006028	dan-2	dan		False	True	False	False
51001006029	mengenal-1	mengenal		False	True	False	False
51001006030	anugerah-1	anugerah		False	True	False	False
51001006031	Allah-1	Allah		False	True	False	False
51001006032	dalam-1	dalam		False	True	False	False
51001006033	kebenaran-1	kebenaran		False	True	False	False
51001006034	.-1	.		True	False	False	False
51001007001	Seperti-1	Seperti		False	True	False	False
51001007002	yang-1	yang		False	True	False	False
51001007003	telah-1	telah		False	True	False	False
51001007004	kamu-1	kamu		False	True	False	False
51001007005	pelajari-1	pelajari		False	True	False	False
51001007006	dari-1	dari		False	True	False	False
51001007007	Epafras-1	Epafras		False	True	False	False
51001007008	,-1	,		True	False	False	False
51001007009	sesama-1	sesama		False	True	False	False
51001007010	hamba-1	hamba		False	True	False	False
51001007011	yang-2	yang		False	True	False	False
51001007012	kami-1	kami		False	True	False	False
51001007013	kasihi-1	kasihi		False	True	False	False
51001007014	,-2	,		True	False	False	False
51001007015	yang-3	yang		False	True	False	False
51001007016	bagi-1	bagi		False	True	False	False
51001007017	kami-2	kami		False	True	False	False
51001007018	adalah-1	adalah		False	True	False	False
51001007019	seorang-1	seorang		False	True	False	False
51001007020	pelayan-1	pelayan		False	True	False	False
51001007021	Kristus-1	Kristus		False	True	False	False
51001007022	yang-4	yang		False	True	False	False
51001007023	setia-1	setia		False	True	False	False
51001007024	.-1	.		True	False	False	False
51001008001	Dialah-1	Dialah		False	True	False	False
51001008002	juga-1	juga		False	True	False	False
51001008003	yang-1	yang		False	True	False	False
51001008004	telah-1	telah		False	True	False	False
51001008005	menyatakan-1	menyatakan		False	True	False	False
51001008006	kepada-1	kepada		False	True	False	False
51001008007	kami-1	kami		False	True	False	False
51001008008	kasihmu-1	kasihmu		False	True	False	False
51001008009	dalam-1	dalam		False	True	False	False
51001008010	Roh-1	Roh		False	True	False	False
51001008011	.-1	.		True	False	False	False
51001009001	Karena-1	Karena		False	True	False	False
51001009002	itu-1	itu		False	True	False	False
51001009003	,-1	,		True	False	False	False
51001009004	sejak-1	sejak		False	True	False	False
51001009005	hari-1	hari		False	True	False	False
51001009006	kami-1	kami		False	True	False	False
51001009007	mendengarnya-1	mendengarnya		False	True	False	False
51001009008	,-2	,		True	False	False	False
51001009009	kami-2	kami		False	True	False	False
51001009010	juga-1	juga		False	True	False	False
51001009011	tidak-1	tidak		False	True	False	False
51001009012	berhenti-1	berhenti		False	True	False	False
51001009013	berdoa-1	berdoa		False	True	False	False
51001009014	untuk-1	untuk		False	True	False	False
51001009015	kamu-1	kamu		False	True	False	False
51001009016	.-1	.		True	False	False	False
51001009017	Kami-1	Kami		False	True	False	False
51001009018	meminta-1	meminta		False	True	False	False
51001009019	supaya-1	supaya		False	True	False	False
51001009020	kamu-2	kamu		False	True	False	False
51001009021	bisa-1	bisa		False	True	False	False
51001009022	dipenuhi-1	dipenuhi		False	True	False	False
51001009023	dengan-1	dengan		False	True	False	False
51001009024	pengetahuan-1	pengetahuan		False	True	False	False
51001009025	akan-1	akan		False	True	False	False
51001009026	kehendak-1	kehendak		False	True	False	False
51001009027	--1	-		True	False	False	False
51001009028	Nya-1	Nya		False	True	False	False
51001009029	dalam-1	dalam		False	True	False	False
51001009030	segala-1	segala		False	True	False	False
51001009031	hikmat-1	hikmat		False	True	False	False
51001009032	dan-1	dan		False	True	False	False
51001009033	pengertian-1	pengertian		False	True	False	False
51001009034	rohani-1	rohani		False	True	False	False
51001009035	,-3	,		True	False	False	False
51001010001	untuk-1	untuk		False	True	False	False
51001010002	hidup-1	hidup		False	True	False	False
51001010003	layak-1	layak		False	True	False	False
51001010004	di-1	di		False	True	False	False
51001010005	hadapan-1	hadapan		False	True	False	False
51001010006	Tuhan-1	Tuhan		False	True	False	False
51001010007	serta-1	serta		False	True	False	False
51001010008	berkenan-1	berkenan		False	True	False	False
51001010009	dalam-1	dalam		False	True	False	False
51001010010	segala-1	segala		False	True	False	False
51001010011	hal-1	hal		False	True	False	False
51001010012	,-1	,		True	False	False	False
51001010013	dan-1	dan		False	True	False	False
51001010014	kamu-1	kamu		False	True	False	False
51001010015	memberi-1	memberi		False	True	False	False
51001010016	buah-1	buah		False	True	False	False
51001010017	dalam-2	dalam		False	True	False	False
51001010018	segala-2	segala		False	True	False	False
51001010019	pekerjaan-1	pekerjaan		False	True	False	False
51001010020	yang-1	yang		False	True	False	False
51001010021	baik-1	baik		False	True	False	False
51001010022	dan-2	dan		False	True	False	False
51001010023	bertumbuh-1	bertumbuh		False	True	False	False
51001010024	dalam-3	dalam		False	True	False	False
51001010025	pengenalan-1	pengenalan		False	True	False	False
51001010026	tentang-1	tentang		False	True	False	False
51001010027	Allah-1	Allah		False	True	False	False
51001010028	,-2	,		True	False	False	False
51001011001	dikuatkan-1	dikuatkan		False	True	False	False
51001011002	dengan-1	dengan		False	True	False	False
51001011003	segala-1	segala		False	True	False	False
51001011004	kuasa-1	kuasa		False	True	False	False
51001011005	menurut-1	menurut		False	True	False	False
51001011006	kekuatan-1	kekuatan		False	True	False	False
51001011007	kemuliaan-1	kemuliaan		False	True	False	False
51001011008	--1	-		True	False	False	False
51001011009	Nya-1	Nya		False	True	False	False
51001011010	,-1	,		True	False	False	False
51001011011	untuk-1	untuk		False	True	False	False
51001011012	menanggung-1	menanggung		False	True	False	False
51001011013	segala-2	segala		False	True	False	False
51001011014	sesuatu-1	sesuatu		False	True	False	False
51001011015	dengan-2	dengan		False	True	False	False
51001011016	tekun-1	tekun		False	True	False	False
51001011017	dan-1	dan		False	True	False	False
51001011018	sabar-1	sabar		False	True	False	False
51001011019	dengan-3	dengan		False	True	False	False
51001011020	sukacita-1	sukacita		False	True	False	False
51001011021	,-2	,		True	False	False	False
51001012001	dan-1	dan		False	True	False	False
51001012002	mengucap-1	mengucap		False	True	False	False
51001012003	syukur-1	syukur		False	True	False	False
51001012004	kepada-1	kepada		False	True	False	False
51001012005	Bapa-1	Bapa		False	True	False	False
51001012006	,-1	,		True	False	False	False
51001012007	yang-1	yang		False	True	False	False
51001012008	melayakkan-1	melayakkan		False	True	False	False
51001012009	kamu-1	kamu		False	True	False	False
51001012010	untuk-1	untuk		False	True	False	False
51001012011	mendapat-1	mendapat		False	True	False	False
51001012012	bagian-1	bagian		False	True	False	False
51001012013	dari-1	dari		False	True	False	False
51001012014	warisan-1	warisan		False	True	False	False
51001012015	yang-2	yang		False	True	False	False
51001012016	ditentukan-1	ditentukan		False	True	False	False
51001012017	bagi-1	bagi		False	True	False	False
51001012018	orang-1	orang		False	True	False	False
51001012019	--1	-		True	False	False	False
51001012020	orang-2	orang		False	True	False	False
51001012021	kudus-1	kudus		False	True	False	False
51001012022	di-1	di		False	True	False	False
51001012023	dalam-1	dalam		False	True	False	False
51001012024	terang-1	terang		False	True	False	False
51001012025	.-1	.		True	False	False	False
51001013001	Ia-1	Ia		False	True	False	False
51001013002	telah-1	telah		False	True	False	False
51001013003	melepaskan-1	melepaskan		False	True	False	False
51001013004	kita-1	kita		False	True	False	False
51001013005	dari-1	dari		False	True	False	False
51001013006	kuasa-1	kuasa		False	True	False	False
51001013007	kegelapan-1	kegelapan		False	True	False	False
51001013008	dan-1	dan		False	True	False	False
51001013009	memindahkan-1	memindahkan		False	True	False	False
51001013010	kita-2	kita		False	True	False	False
51001013011	ke-1	ke		False	True	False	False
51001013012	dalam-1	dalam		False	True	False	False
51001013013	Kerajaan-1	Kerajaan		False	True	False	False
51001013014	Anak-1	Anak		False	True	False	False
51001013015	--1	-		True	False	False	False
51001013016	Nya-1	Nya		False	True	False	False
51001013017	yang-1	yang		False	True	False	False
51001013018	terkasih-1	terkasih		False	True	False	False
51001013019	;-1	;		True	False	False	False
51001014001	di-1	di		False	True	False	False
51001014002	dalam-1	dalam		False	True	False	False
51001014003	Dia-1	Dia		False	True	False	False
51001014004	kita-1	kita		False	True	False	False
51001014005	memiliki-1	memiliki		False	True	False	False
51001014006	penebusan-1	penebusan		False	True	False	False
51001014007	,-1	,		True	False	False	False
51001014008	yaitu-1	yaitu		False	True	False	False
51001014009	pengampunan-1	pengampunan		False	True	False	False
51001014010	dosa-1	dosa		False	True	False	False
51001014011	--1	-		True	False	False	False
51001014012	dosa-2	dosa		False	True	False	False
51001014013	.-1	.		True	False	False	False
51001015001	Ia-1	Ia		False	True	False	False
51001015002	adalah-1	adalah		False	True	False	False
51001015003	gambar-1	gambar		False	True	False	False
51001015004	Allah-1	Allah		False	True	False	False
51001015005	yang-1	yang		False	True	False	False
51001015006	tidak-1	tidak		False	True	False	False
51001015007	kelihatan-1	kelihatan		False	True	False	False
51001015008	,-1	,		True	False	False	False
51001015009	yang-2	yang		False	True	False	False
51001015010	sulung-1	sulung		False	True	False	False
51001015011	dari-1	dari		False	True	False	False
51001015012	segala-1	segala		False	True	False	False
51001015013	yang-3	yang		False	True	False	False
51001015014	diciptakan-1	diciptakan		False	True	False	False
51001015015	,-2	,		True	False	False	False
51001016001	karena-1	karena		False	True	False	False
51001016002	di-1	di		False	True	False	False
51001016003	dalam-1	dalam		False	True	False	False
51001016004	Dialah-1	Dialah		False	True	False	False
51001016005	telah-1	telah		False	True	False	False
51001016006	diciptakan-1	diciptakan		False	True	False	False
51001016007	segala-1	segala		False	True	False	False
51001016008	sesuatu-1	sesuatu		False	True	False	False
51001016009	,-1	,		True	False	False	False
51001016010	yang-1	yang		False	True	False	False
51001016011	ada-1	ada		False	True	False	False
51001016012	di-2	di		False	True	False	False
51001016013	surga-1	surga		False	True	False	False
51001016014	dan-1	dan		False	True	False	False
51001016015	yang-2	yang		False	True	False	False
51001016016	ada-2	ada		False	True	False	False
51001016017	di-3	di		False	True	False	False
51001016018	bumi-1	bumi		False	True	False	False
51001016019	,-2	,		True	False	False	False
51001016020	yang-3	yang		False	True	False	False
51001016021	kelihatan-1	kelihatan		False	True	False	False
51001016022	dan-2	dan		False	True	False	False
51001016023	yang-4	yang		False	True	False	False
51001016024	tidak-1	tidak		False	True	False	False
51001016025	kelihatan-2	kelihatan		False	True	False	False
51001016026	,-3	,		True	False	False	False
51001016027	baik-1	baik		False	True	False	False
51001016028	singgasana-1	singgasana		False	True	False	False
51001016029	,-4	,		True	False	False	False
51001016030	maupun-1	maupun		False	True	False	False
51001016031	kerajaan-1	kerajaan		False	True	False	False
51001016032	,-5	,		True	False	False	False
51001016033	baik-2	baik		False	True	False	False
51001016034	pemerintah-1	pemerintah		False	True	False	False
51001016035	,-6	,		True	False	False	False
51001016036	maupun-2	maupun		False	True	False	False
51001016037	penguasa-1	penguasa		False	True	False	False
51001016038	;-1	;		True	False	False	False
51001016039	segala-2	segala		False	True	False	False
51001016040	sesuatu-2	sesuatu		False	True	False	False
51001016041	telah-2	telah		False	True	False	False
51001016042	diciptakan-2	diciptakan		False	True	False	False
51001016043	oleh-1	oleh		False	True	False	False
51001016044	Dia-1	Dia		False	True	False	False
51001016045	dan-3	dan		False	True	False	False
51001016046	untuk-1	untuk		False	True	False	False
51001016047	Dia-2	Dia		False	True	False	False
51001016048	.-1	.		True	False	False	False
51001017001	Ia-1	Ia		False	True	False	False
51001017002	ada-1	ada		False	True	False	False
51001017003	sebelum-1	sebelum		False	True	False	False
51001017004	segala-1	segala		False	True	False	False
51001017005	sesuatu-1	sesuatu		False	True	False	False
51001017006	dan-1	dan		False	True	False	False
51001017007	segala-2	segala		False	True	False	False
51001017008	sesuatu-2	sesuatu		False	True	False	False
51001017009	ditopang-1	ditopang		False	True	False	False
51001017010	bersama-1	bersama		False	True	False	False
51001017011	di-1	di		False	True	False	False
51001017012	dalam-1	dalam		False	True	False	False
51001017013	Dia-1	Dia		False	True	False	False
51001017014	.-1	.		True	False	False	False
51001018001	Dialah-1	Dialah		False	True	False	False
51001018002	kepala-1	kepala		False	True	False	False
51001018003	tubuh-1	tubuh		False	True	False	False
51001018004	,-1	,		True	False	False	False
51001018005	yaitu-1	yaitu		False	True	False	False
51001018006	jemaat-1	jemaat		False	True	False	False
51001018007	.-1	.		True	False	False	False
51001018008	Dialah-2	Dialah		False	True	False	False
51001018009	yang-1	yang		False	True	False	False
51001018010	pertama-1	pertama		False	True	False	False
51001018011	bangkit-1	bangkit		False	True	False	False
51001018012	,-2	,		True	False	False	False
51001018013	yang-2	yang		False	True	False	False
51001018014	sulung-1	sulung		False	True	False	False
51001018015	,-3	,		True	False	False	False
51001018016	dari-1	dari		False	True	False	False
51001018017	antara-1	antara		False	True	False	False
51001018018	orang-1	orang		False	True	False	False
51001018019	mati-1	mati		False	True	False	False
51001018020	,-4	,		True	False	False	False
51001018021	sehingga-1	sehingga		False	True	False	False
51001018022	Ia-1	Ia		False	True	False	False
51001018023	menjadi-1	menjadi		False	True	False	False
51001018024	yang-3	yang		False	True	False	False
51001018025	lebih-1	lebih		False	True	False	False
51001018026	utama-1	utama		False	True	False	False
51001018027	dalam-1	dalam		False	True	False	False
51001018028	segala-1	segala		False	True	False	False
51001018029	sesuatu-1	sesuatu		False	True	False	False
51001018030	.-2	.		True	False	False	False
51001019001	Karena-1	Karena		False	True	False	False
51001019002	seluruh-1	seluruh		False	True	False	False
51001019003	kepenuhan-1	kepenuhan		False	True	False	False
51001019004	Allah-1	Allah		False	True	False	False
51001019005	berkenan-1	berkenan		False	True	False	False
51001019006	diam-1	diam		False	True	False	False
51001019007	di-1	di		False	True	False	False
51001019008	dalam-1	dalam		False	True	False	False
51001019009	Dia-1	Dia		False	True	False	False
51001019010	,-1	,		True	False	False	False
51001020001	dan-1	dan		False	True	False	False
51001020002	oleh-1	oleh		False	True	False	False
51001020003	Dialah-1	Dialah		False	True	False	False
51001020004	Allah-1	Allah		False	True	False	False
51001020005	telah-1	telah		False	True	False	False
51001020006	memperdamaikan-1	memperdamaikan		False	True	False	False
51001020007	segala-1	segala		False	True	False	False
51001020008	sesuatu-1	sesuatu		False	True	False	False
51001020009	dengan-1	dengan		False	True	False	False
51001020010	diri-1	diri		False	True	False	False
51001020011	--1	-		True	False	False	False
51001020012	Nya-1	Nya		False	True	False	False
51001020013	,-1	,		True	False	False	False
51001020014	sesudah-1	sesudah		False	True	False	False
51001020015	Ia-1	Ia		False	True	False	False
51001020016	mengadakan-1	mengadakan		False	True	False	False
51001020017	pendamaian-1	pendamaian		False	True	False	False
51001020018	oleh-2	oleh		False	True	False	False
51001020019	darah-1	darah		False	True	False	False
51001020020	salib-1	salib		False	True	False	False
51001020021	--2	-		True	False	False	False
51001020022	Nya-2	Nya		False	True	False	False
51001020023	,-2	,		True	False	False	False
51001020024	baik-1	baik		False	True	False	False
51001020025	yang-1	yang		False	True	False	False
51001020026	ada-1	ada		False	True	False	False
51001020027	di-1	di		False	True	False	False
51001020028	bumi-1	bumi		False	True	False	False
51001020029	maupun-1	maupun		False	True	False	False
51001020030	yang-2	yang		False	True	False	False
51001020031	ada-2	ada		False	True	False	False
51001020032	di-2	di		False	True	False	False
51001020033	surga-1	surga		False	True	False	False
51001020034	,-3	,		True	False	False	False
51001021001	Juga-1	Juga		False	True	False	False
51001021002	kamu-1	kamu		False	True	False	False
51001021003	yang-1	yang		False	True	False	False
51001021004	dahulu-1	dahulu		False	True	False	False
51001021005	terpisah-1	terpisah		False	True	False	False
51001021006	dan-1	dan		False	True	False	False
51001021007	musuh-1	musuh		False	True	False	False
51001021008	dari-1	dari		False	True	False	False
51001021009	Allah-1	Allah		False	True	False	False
51001021010	dalam-1	dalam		False	True	False	False
51001021011	pikiran-1	pikiran		False	True	False	False
51001021012	,-1	,		True	False	False	False
51001021013	dan-2	dan		False	True	False	False
51001021014	dalam-2	dalam		False	True	False	False
51001021015	perbuatan-1	perbuatan		False	True	False	False
51001021016	--1	-		True	False	False	False
51001021017	perbuatan-2	perbuatan		False	True	False	False
51001021018	yang-2	yang		False	True	False	False
51001021019	jahat-1	jahat		False	True	False	False
51001021020	,-2	,		True	False	False	False
51001022001	Tetapi-1	Tetapi		False	True	False	False
51001022002	sekarang-1	sekarang		False	True	False	False
51001022003	telah-1	telah		False	True	False	False
51001022004	diperdamaikan-1	diperdamaikan		False	True	False	False
51001022005	,-1	,		True	False	False	False
51001022006	dalam-1	dalam		False	True	False	False
51001022007	tubuh-1	tubuh		False	True	False	False
51001022008	jasmani-1	jasmani		False	True	False	False
51001022009	--1	-		True	False	False	False
51001022010	Nya-1	Nya		False	True	False	False
51001022011	melalui-1	melalui		False	True	False	False
51001022012	kematian-1	kematian		False	True	False	False
51001022013	,-2	,		True	False	False	False
51001022014	untuk-1	untuk		False	True	False	False
51001022015	menempatkan-1	menempatkan		False	True	False	False
51001022016	kamu-1	kamu		False	True	False	False
51001022017	kudus-1	kudus		False	True	False	False
51001022018	dan-1	dan		False	True	False	False
51001022019	tak-1	tak		False	True	False	False
51001022020	bercela-1	bercela		False	True	False	False
51001022021	dan-2	dan		False	True	False	False
51001022022	tak-2	tak		False	True	False	False
51001022023	bercacat-1	bercacat		False	True	False	False
51001022024	di-1	di		False	True	False	False
51001022025	hadapan-1	hadapan		False	True	False	False
51001022026	--2	-		True	False	False	False
51001022027	Nya-2	Nya		False	True	False	False
51001022028	.-1	.		True	False	False	False
51001023001	Memang-1	Memang		False	True	False	False
51001023002	kamu-1	kamu		False	True	False	False
51001023003	terus-1	terus		False	True	False	False
51001023004	bertekun-1	bertekun		False	True	False	False
51001023005	dalam-1	dalam		False	True	False	False
51001023006	iman-1	iman		False	True	False	False
51001023007	,-1	,		True	False	False	False
51001023008	tetap-1	tetap		False	True	False	False
51001023009	teguh-1	teguh		False	True	False	False
51001023010	dan-1	dan		False	True	False	False
51001023011	tidak-1	tidak		False	True	False	False
51001023012	tergoncang-1	tergoncang		False	True	False	False
51001023013	,-2	,		True	False	False	False
51001023014	serta-1	serta		False	True	False	False
51001023015	tidak-2	tidak		False	True	False	False
51001023016	mau-1	mau		False	True	False	False
51001023017	digeser-1	digeser		False	True	False	False
51001023018	dari-1	dari		False	True	False	False
51001023019	pengharapan-1	pengharapan		False	True	False	False
51001023020	Injil-1	Injil		False	True	False	False
51001023021	,-3	,		True	False	False	False
51001023022	yang-1	yang		False	True	False	False
51001023023	telah-1	telah		False	True	False	False
51001023024	kamu-2	kamu		False	True	False	False
51001023025	dengar-1	dengar		False	True	False	False
51001023026	,-4	,		True	False	False	False
51001023027	yang-2	yang		False	True	False	False
51001023028	telah-2	telah		False	True	False	False
51001023029	dikabarkan-1	dikabarkan		False	True	False	False
51001023030	di-1	di		False	True	False	False
51001023031	seluruh-1	seluruh		False	True	False	False
51001023032	alam-1	alam		False	True	False	False
51001023033	di-2	di		False	True	False	False
51001023034	bawah-1	bawah		False	True	False	False
51001023035	langit-1	langit		False	True	False	False
51001023036	,-5	,		True	False	False	False
51001023037	dan-2	dan		False	True	False	False
51001023038	aku-1	aku		False	True	False	False
51001023039	ini-1	ini		False	True	False	False
51001023040	,-6	,		True	False	False	False
51001023041	Paulus-1	Paulus		False	True	False	False
51001023042	,-7	,		True	False	False	False
51001023043	telah-3	telah		False	True	False	False
51001023044	menjadi-1	menjadi		False	True	False	False
51001023045	seorang-1	seorang		False	True	False	False
51001023046	pelayan-1	pelayan		False	True	False	False
51001024001	Sekarang-1	Sekarang		False	True	False	False
51001024002	aku-1	aku		False	True	False	False
51001024003	bersukacita-1	bersukacita		False	True	False	False
51001024004	dalam-1	dalam		False	True	False	False
51001024005	penderitaan-1	penderitaan		False	True	False	False
51001024006	--1	-		True	False	False	False
51001024007	penderitaanku-1	penderitaanku		False	True	False	False
51001024008	karena-1	karena		False	True	False	False
51001024009	kamu-1	kamu		False	True	False	False
51001024010	,-1	,		True	False	False	False
51001024011	dan-1	dan		False	True	False	False
51001024012	menggenapkan-1	menggenapkan		False	True	False	False
51001024013	dalam-2	dalam		False	True	False	False
51001024014	dagingku-1	dagingku		False	True	False	False
51001024015	apa-1	apa		False	True	False	False
51001024016	yang-1	yang		False	True	False	False
51001024017	kurang-1	kurang		False	True	False	False
51001024018	pada-1	pada		False	True	False	False
51001024019	penderitaan-2	penderitaan		False	True	False	False
51001024020	--2	-		True	False	False	False
51001024021	penderitaan-3	penderitaan		False	True	False	False
51001024022	Kristus-1	Kristus		False	True	False	False
51001024023	,-2	,		True	False	False	False
51001024024	untuk-1	untuk		False	True	False	False
51001024025	tubuh-1	tubuh		False	True	False	False
51001024026	--3	-		True	False	False	False
51001024027	Nya-1	Nya		False	True	False	False
51001024028	,-3	,		True	False	False	False
51001024029	yaitu-1	yaitu		False	True	False	False
51001024030	jemaat-1	jemaat		False	True	False	False
51001024031	,-4	,		True	False	False	False
51001025001	Aku-1	Aku		False	True	False	False
51001025002	telah-1	telah		False	True	False	False
51001025003	menjadi-1	menjadi		False	True	False	False
51001025004	seorang-1	seorang		False	True	False	False
51001025005	pelayan-1	pelayan		False	True	False	False
51001025006	sesuai-1	sesuai		False	True	False	False
51001025007	dengan-1	dengan		False	True	False	False
51001025008	penatalayanan-1	penatalayanan		False	True	False	False
51001025009	dari-1	dari		False	True	False	False
51001025010	Allah-1	Allah		False	True	False	False
51001025011	,-1	,		True	False	False	False
51001025012	yang-1	yang		False	True	False	False
51001025013	telah-2	telah		False	True	False	False
51001025014	diberikan-1	diberikan		False	True	False	False
51001025015	kepadaku-1	kepadaku		False	True	False	False
51001025016	bagi-1	bagi		False	True	False	False
51001025017	kamu-1	kamu		False	True	False	False
51001025018	,-2	,		True	False	False	False
51001025019	untuk-1	untuk		False	True	False	False
51001025020	menggenapi-1	menggenapi		False	True	False	False
51001025021	firman-1	firman		False	True	False	False
51001025022	Allah-2	Allah		False	True	False	False
51001025023	,-3	,		True	False	False	False
51001026001	yaitu-1	yaitu		False	True	False	False
51001026002	rahasia-1	rahasia		False	True	False	False
